condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
generous,,5.0,5.0,,157,0,0,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,1.0,1.0,0,1,7.833333333333333,5.0,5.0
generous,5.0,,,,157,0,0,p,,,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,7.833333333333333,5.0,
control,,0.0,,0.0,157,0,1,p,9.0,0.0,,,,,,,,,,,,,,0,1,,,
control,,0.0,0.0,,157,0,1,r,,,6.0,-2.0,0.0,9.0,0.0,,,,,,,,,0,1,9.0,,4.0
control,,0.0,,0.0,157,0,1,p,8.0,0.0,,,,,,6.0,-2.0,0.0,9.0,0.0,,,,0,1,9.0,6.0,
control,,0.0,0.0,,157,0,1,r,,,7.0,-2.0,0.0,8.0,0.0,,,,,,6.0,-2.0,0.0,0,1,8.5,6.0,3.0
control,,7.0,,7.0,157,0,1,p,7.0,1.0,,,,,,7.0,-2.0,0.0,8.0,0.0,,,,0,1,8.5,6.5,
control,,0.0,0.0,,157,0,1,r,,,7.0,-2.0,0.0,7.0,1.0,,,,,,7.0,-2.0,0.0,0,1,8.0,6.5,3.0
control,,7.0,,7.0,157,0,1,p,7.0,1.0,,,,,,7.0,-2.0,0.0,7.0,1.0,,,,0,1,8.0,6.666666666666667,
control,,,,,157,0,1,r,,,6.0,,,7.0,1.0,,,,,,7.0,-2.0,0.0,0,1,7.75,6.666666666666667,4.0
control,,7.0,,7.0,157,0,1,p,7.0,1.0,,,,,,6.0,,,7.0,1.0,,,,0,1,7.75,6.5,
control,,,,,157,0,1,r,,,6.0,0.0,,7.0,1.0,,,,,,6.0,,,0,1,7.6,6.5,4.0
control,,7.0,,7.0,157,0,1,p,7.0,1.0,,,,,,6.0,0.0,,7.0,1.0,,,,0,1,7.6,6.4,
control,,5.0,5.0,,157,0,1,r,,,5.0,1.0,1.0,7.0,1.0,,,,,,6.0,0.0,,0,1,7.5,6.4,5.0
control,,0.0,,0.0,157,0,1,p,7.0,0.0,,,,,,5.0,1.0,1.0,7.0,1.0,,,,0,1,7.5,6.166666666666667,
control,5.0,,,,157,0,1,p,,,,,,7.0,0.0,,,,,,5.0,1.0,1.0,0,1,7.428571428571429,6.166666666666667,
reciprocity,,0.0,,0.0,157,0,2,p,8.0,0.0,,,,,,,,,,,,,,0,1,,,
reciprocity,,0.0,0.0,,157,0,2,r,,,8.0,-2.0,0.0,8.0,0.0,,,,,,,,,0,1,8.0,,2.0
reciprocity,,0.0,,0.0,157,0,2,p,7.0,0.0,,,,,,8.0,-2.0,0.0,8.0,0.0,,,,0,1,8.0,8.0,
reciprocity,,0.0,0.0,,157,0,2,r,,,7.0,-2.0,0.0,7.0,0.0,,,,,,8.0,-2.0,0.0,0,1,7.5,8.0,3.0
reciprocity,,6.0,,6.0,157,0,2,p,6.0,1.0,,,,,,7.0,-2.0,0.0,7.0,0.0,,,,0,1,7.5,7.5,
reciprocity,,4.0,4.0,,157,0,2,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,7.0,-2.0,0.0,0,1,7.0,7.5,4.0
reciprocity,,6.0,,6.0,157,0,2,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,1,7.0,7.0,
reciprocity,,4.0,4.0,,157,0,2,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,6.75,7.0,4.0
reciprocity,,6.0,,6.0,157,0,2,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,1,6.75,6.75,
reciprocity,,0.0,0.0,,157,0,2,r,,,6.0,-1.0,0.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,6.6,6.75,4.0
reciprocity,,0.0,,0.0,157,0,2,p,6.0,0.0,,,,,,6.0,-1.0,0.0,6.0,1.0,,,,0,1,6.6,6.6,
reciprocity,,4.0,4.0,,157,0,2,r,,,6.0,1.0,1.0,6.0,0.0,,,,,,6.0,-1.0,0.0,0,1,6.5,6.6,4.0
reciprocity,,6.0,,6.0,157,0,2,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,0.0,,,,0,1,6.5,6.5,
reciprocity,5.0,,,,157,0,2,p,,,,,,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,6.428571428571429,6.5,
anti_reciprocity,,7.0,,7.0,157,0,3,p,7.0,1.0,,,,,,,,,,,,,,0,1,,,
anti_reciprocity,,0.0,0.0,,157,0,3,r,,,8.0,-1.0,0.0,7.0,1.0,,,,,,,,,0,1,7.0,,2.0
anti_reciprocity,,0.0,,0.0,157,0,3,p,7.0,0.0,,,,,,8.0,-1.0,0.0,7.0,1.0,,,,0,1,7.0,8.0,
anti_reciprocity,,4.0,4.0,,157,0,3,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,8.0,-1.0,0.0,0,1,7.0,8.0,4.0
anti_reciprocity,,7.0,,7.0,157,0,3,p,7.0,1.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,0,1,7.0,7.0,
anti_reciprocity,,,,,157,0,3,r,,,6.0,,,7.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.0,7.0,4.0
anti_reciprocity,,0.0,,0.0,157,0,3,p,7.0,0.0,,,,,,6.0,,,7.0,1.0,,,,0,1,7.0,6.666666666666667,
anti_reciprocity,,0.0,0.0,,157,0,3,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,6.0,,,0,1,7.0,6.666666666666667,2.0
anti_reciprocity,,0.0,,0.0,157,0,3,p,7.0,0.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,0,1,7.0,7.0,
anti_reciprocity,,0.0,0.0,,157,0,3,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,8.0,-1.0,0.0,0,1,7.0,7.0,2.0
anti_reciprocity,,0.0,,0.0,157,0,3,p,7.0,0.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,0,1,7.0,7.2,
anti_reciprocity,,0.0,0.0,,157,0,3,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,8.0,-1.0,0.0,0,1,7.0,7.2,2.0
anti_reciprocity,,0.0,,0.0,157,0,3,p,6.0,0.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,0,1,7.0,7.333333333333333,
anti_reciprocity,5.0,,,,157,0,3,p,,,,,,6.0,0.0,,,,,,8.0,-1.0,0.0,0,1,6.857142857142857,7.333333333333333,
selfish,,,,,157,0,4,p,,0.0,,,,,,,,,,,,,,0,1,,,
selfish,,5.0,5.0,,157,0,4,r,,,5.0,2.0,1.0,,0.0,,,,,,,,,0,1,,,5.0
selfish,,6.0,,6.0,157,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,,0.0,,,,0,1,,5.0,
selfish,,0.0,0.0,,157,0,4,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,1,6.0,5.0,1.0
selfish,,0.0,,0.0,157,0,4,p,6.0,0.0,,,,,,9.0,-2.0,0.0,6.0,1.0,,,,0,1,6.0,7.0,
selfish,,0.0,0.0,,157,0,4,r,,,7.0,-2.0,0.0,6.0,0.0,,,,,,9.0,-2.0,0.0,0,1,6.0,7.0,3.0
selfish,,6.0,,6.0,157,0,4,p,6.0,1.0,,,,,,7.0,-2.0,0.0,6.0,0.0,,,,0,1,6.0,7.0,
selfish,,0.0,0.0,,157,0,4,r,,,7.0,-2.0,0.0,6.0,1.0,,,,,,7.0,-2.0,0.0,0,1,6.0,7.0,3.0
selfish,,,,,157,0,4,p,,0.0,,,,,,7.0,-2.0,0.0,6.0,1.0,,,,0,1,6.0,7.0,
selfish,,4.0,4.0,,157,0,4,r,,,6.0,1.0,1.0,,0.0,,,,,,7.0,-2.0,0.0,0,1,6.0,7.0,4.0
selfish,,0.0,,0.0,157,0,4,p,6.0,0.0,,,,,,6.0,1.0,1.0,,0.0,,,,0,1,6.0,6.8,
selfish,,4.0,4.0,,157,0,4,r,,,6.0,1.0,1.0,6.0,0.0,,,,,,6.0,1.0,1.0,0,1,6.0,6.8,4.0
selfish,,6.0,,6.0,157,0,4,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,0.0,,,,0,1,6.0,6.666666666666667,
selfish,5.0,,,,157,0,4,p,,,,,,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,6.0,6.666666666666667,
anti_reciprocity,,,,,157,0,5,p,,0.0,,,,,,,,,,,,,,0,1,,,
anti_reciprocity,,0.0,0.0,,157,0,5,r,,,7.0,-1.0,0.0,,0.0,,,,,,,,,0,1,,,3.0
anti_reciprocity,,9.0,,9.0,157,0,5,p,9.0,1.0,,,,,,7.0,-1.0,0.0,,0.0,,,,0,1,,7.0,
anti_reciprocity,,5.0,5.0,,157,0,5,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,7.0,-1.0,0.0,0,1,9.0,7.0,5.0
anti_reciprocity,,9.0,,9.0,157,0,5,p,9.0,1.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,0,1,9.0,6.0,
anti_reciprocity,,5.0,5.0,,157,0,5,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,5.0,2.0,1.0,0,1,9.0,6.0,5.0
anti_reciprocity,,9.0,,9.0,157,0,5,p,9.0,1.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,0,1,9.0,5.666666666666667,
anti_reciprocity,,5.0,5.0,,157,0,5,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,5.0,2.0,1.0,0,1,9.0,5.666666666666667,5.0
anti_reciprocity,,9.0,,9.0,157,0,5,p,9.0,1.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,0,1,9.0,5.5,
anti_reciprocity,,5.0,5.0,,157,0,5,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,5.0,2.0,1.0,0,1,9.0,5.5,5.0
anti_reciprocity,,9.0,,9.0,157,0,5,p,9.0,1.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,0,1,9.0,5.4,
anti_reciprocity,,5.0,5.0,,157,0,5,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,5.0,2.0,1.0,0,1,9.0,5.4,5.0
anti_reciprocity,,9.0,,9.0,157,0,5,p,9.0,1.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,0,1,9.0,5.333333333333333,
anti_reciprocity,5.0,,,,157,0,5,p,,,,,,9.0,1.0,,,,,,5.0,2.0,1.0,0,1,9.0,5.333333333333333,
generous,,9.0,,9.0,157,0,6,p,9.0,1.0,,,,,,,,,,,,,,0,1,,,
generous,,5.0,5.0,,157,0,6,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,,,,0,1,9.0,,5.0
generous,,0.0,,0.0,157,0,6,p,9.0,0.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,0,1,9.0,5.0,
generous,,5.0,5.0,,157,0,6,r,,,5.0,2.0,1.0,9.0,0.0,,,,,,5.0,2.0,1.0,0,1,9.0,5.0,5.0
generous,,8.0,,8.0,157,0,6,p,8.0,1.0,,,,,,5.0,2.0,1.0,9.0,0.0,,,,0,1,9.0,5.0,
generous,,4.0,4.0,,157,0,6,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,5.0,2.0,1.0,0,1,8.666666666666666,5.0,4.0
generous,,8.0,,8.0,157,0,6,p,8.0,1.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,0,1,8.666666666666666,5.333333333333333,
generous,,4.0,4.0,,157,0,6,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,6.0,1.0,1.0,0,1,8.5,5.333333333333333,4.0
generous,,8.0,,8.0,157,0,6,p,8.0,1.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,0,1,8.5,5.5,
generous,,5.0,5.0,,157,0,6,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,6.0,1.0,1.0,0,1,8.4,5.5,5.0
generous,,8.0,,8.0,157,0,6,p,8.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,8.4,5.4,
generous,,5.0,5.0,,157,0,6,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,1.0,1.0,0,1,8.333333333333334,5.4,5.0
generous,,8.0,,8.0,157,0,6,p,8.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,8.333333333333334,5.333333333333333,
generous,5.0,,,,157,0,6,p,,,,,,8.0,1.0,,,,,,5.0,1.0,1.0,0,1,8.285714285714286,5.333333333333333,
reciprocity,,0.0,,0.0,157,0,7,p,9.0,0.0,,,,,,,,,,,,,,0,1,,,
reciprocity,,0.0,0.0,,157,0,7,r,,,9.0,-2.0,0.0,9.0,0.0,,,,,,,,,0,1,9.0,,1.0
reciprocity,,0.0,,0.0,157,0,7,p,8.0,0.0,,,,,,9.0,-2.0,0.0,9.0,0.0,,,,0,1,9.0,9.0,
reciprocity,,0.0,0.0,,157,0,7,r,,,8.0,-2.0,0.0,8.0,0.0,,,,,,9.0,-2.0,0.0,0,1,8.5,9.0,2.0
reciprocity,,0.0,,0.0,157,0,7,p,7.0,0.0,,,,,,8.0,-2.0,0.0,8.0,0.0,,,,0,1,8.5,8.5,
reciprocity,,0.0,0.0,,157,0,7,r,,,7.0,-2.0,0.0,7.0,0.0,,,,,,8.0,-2.0,0.0,0,1,8.0,8.5,3.0
reciprocity,,0.0,,0.0,157,0,7,p,7.0,0.0,,,,,,7.0,-2.0,0.0,7.0,0.0,,,,0,1,8.0,8.0,
reciprocity,,0.0,0.0,,157,0,7,r,,,7.0,-2.0,0.0,7.0,0.0,,,,,,7.0,-2.0,0.0,0,1,7.75,8.0,3.0
reciprocity,,6.0,,6.0,157,0,7,p,6.0,1.0,,,,,,7.0,-2.0,0.0,7.0,0.0,,,,0,1,7.75,7.75,
reciprocity,,4.0,4.0,,157,0,7,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,7.0,-2.0,0.0,0,1,7.4,7.75,4.0
reciprocity,,6.0,,6.0,157,0,7,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,1,7.4,7.4,
reciprocity,,4.0,4.0,,157,0,7,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.166666666666667,7.4,4.0
reciprocity,,6.0,,6.0,157,0,7,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,1,7.166666666666667,7.166666666666667,
reciprocity,5.0,,,,157,0,7,p,,,,,,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.0,7.166666666666667,
control,,0.0,,0.0,157,0,8,p,8.0,0.0,,,,,,,,,,,,,,0,1,,,
control,,4.0,4.0,,157,0,8,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,,,,0,1,8.0,,4.0
control,,7.0,,7.0,157,0,8,p,7.0,1.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,0,1,8.0,6.0,
control,,4.0,4.0,,157,0,8,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.5,6.0,4.0
control,,7.0,,7.0,157,0,8,p,7.0,1.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,0,1,7.5,6.0,
control,,4.0,4.0,,157,0,8,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.333333333333333,6.0,4.0
control,,0.0,,0.0,157,0,8,p,7.0,0.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,0,1,7.333333333333333,6.0,
control,,4.0,4.0,,157,0,8,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,6.0,1.0,1.0,0,1,7.25,6.0,4.0
control,,7.0,,7.0,157,0,8,p,7.0,1.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,0,1,7.25,6.0,
control,,4.0,4.0,,157,0,8,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.2,6.0,4.0
control,,0.0,,0.0,157,0,8,p,7.0,0.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,0,1,7.2,6.0,
control,,4.0,4.0,,157,0,8,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,6.0,1.0,1.0,0,1,7.166666666666667,6.0,4.0
control,,7.0,,7.0,157,0,8,p,7.0,1.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,0,1,7.166666666666667,6.0,
control,5.0,,,,157,0,8,p,,,,,,7.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.142857142857143,6.0,
selfish,,0.0,,0.0,157,0,9,p,7.0,0.0,,,,,,,,,,,,,,0,1,,,
selfish,,0.0,0.0,,157,0,9,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,,,,0,1,7.0,,3.0
selfish,,0.0,,0.0,157,0,9,p,7.0,0.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,1,7.0,7.0,
selfish,,0.0,0.0,,157,0,9,r,,,7.0,-1.0,0.0,7.0,0.0,,,,,,7.0,-1.0,0.0,0,1,7.0,7.0,3.0
selfish,,6.0,,6.0,157,0,9,p,6.0,1.0,,,,,,7.0,-1.0,0.0,7.0,0.0,,,,0,1,7.0,7.0,
selfish,,0.0,0.0,,157,0,9,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,1,6.666666666666667,7.0,1.0
selfish,,0.0,,0.0,157,0,9,p,6.0,0.0,,,,,,9.0,-2.0,0.0,6.0,1.0,,,,0,1,6.666666666666667,7.666666666666667,
selfish,,5.0,5.0,,157,0,9,r,,,5.0,1.0,1.0,6.0,0.0,,,,,,9.0,-2.0,0.0,0,1,6.5,7.666666666666667,5.0
selfish,,0.0,,0.0,157,0,9,p,8.0,0.0,,,,,,5.0,1.0,1.0,6.0,0.0,,,,0,1,6.5,7.0,
selfish,,0.0,0.0,,157,0,9,r,,,9.0,-2.0,0.0,8.0,0.0,,,,,,5.0,1.0,1.0,0,1,6.8,7.0,1.0
selfish,,6.0,,6.0,157,0,9,p,6.0,1.0,,,,,,9.0,-2.0,0.0,8.0,0.0,,,,0,1,6.8,7.4,
selfish,,4.0,4.0,,157,0,9,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,9.0,-2.0,0.0,0,1,6.666666666666667,7.4,4.0
selfish,,0.0,,0.0,157,0,9,p,6.0,0.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,1,6.666666666666667,7.166666666666667,
selfish,5.0,,,,157,0,9,p,,,,,,6.0,0.0,,,,,,6.0,1.0,1.0,0,1,6.571428571428571,7.166666666666667,
reciprocity,,8.0,,8.0,158,0,0,p,8.0,1.0,,,,,,,,,,,,,,0,1,,,
reciprocity,,2.0,2.0,,158,0,0,r,,,8.0,1.0,1.0,8.0,1.0,,,,,,,,,0,1,8.0,,2.0
reciprocity,,,,,158,0,0,p,,0.0,,,,,,8.0,1.0,1.0,8.0,1.0,,,,0,1,8.0,8.0,
reciprocity,,0.0,0.0,,158,0,0,r,,,6.0,-1.0,0.0,,0.0,,,,,,8.0,1.0,1.0,0,1,8.0,8.0,4.0
reciprocity,,0.0,,0.0,158,0,0,p,8.0,0.0,,,,,,6.0,-1.0,0.0,,0.0,,,,0,1,8.0,7.0,
reciprocity,,0.0,,0.0,158,0,0,p,6.0,0.0,,,,8.0,0.0,,,,,,6.0,-1.0,0.0,0,1,8.0,7.0,
reciprocity,,4.0,4.0,,158,0,0,r,,,6.0,1.0,1.0,6.0,0.0,,,,8.0,0.0,,,,0,1,7.333333333333333,7.0,4.0
reciprocity,,0.0,,0.0,158,0,0,p,8.0,0.0,,,,,,6.0,1.0,1.0,6.0,0.0,,,,0,1,7.333333333333333,6.666666666666667,
reciprocity,,2.0,2.0,,158,0,0,r,,,8.0,2.0,1.0,8.0,0.0,,,,,,6.0,1.0,1.0,0,1,7.5,6.666666666666667,2.0
reciprocity,,,,,158,0,0,p,,0.0,,,,,,8.0,2.0,1.0,8.0,0.0,,,,0,1,7.5,7.0,
reciprocity,,4.0,4.0,,158,0,0,r,,,6.0,1.0,1.0,,0.0,,,,,,8.0,2.0,1.0,0,1,7.5,7.0,4.0
reciprocity,,6.0,,6.0,158,0,0,p,6.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,0,1,7.5,6.8,
reciprocity,,4.0,4.0,,158,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.2,6.8,4.0
reciprocity,15.0,,,,158,0,0,p,,,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,1,7.2,6.666666666666667,
generous,,8.0,,8.0,158,0,1,p,8.0,1.0,,,,,,,,,,,,,,0,1,,,
generous,,5.0,5.0,,158,0,1,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,,,,0,1,8.0,,5.0
generous,,5.0,,5.0,158,0,1,p,5.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,8.0,5.0,
generous,,0.0,0.0,,158,0,1,r,,,5.0,-1.0,0.0,5.0,1.0,,,,,,5.0,1.0,1.0,0,1,6.5,5.0,5.0
generous,,8.0,,8.0,158,0,1,p,8.0,1.0,,,,,,5.0,-1.0,0.0,5.0,1.0,,,,0,1,6.5,5.0,
generous,,5.0,5.0,,158,0,1,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,-1.0,0.0,0,1,7.0,5.0,5.0
generous,,5.0,,5.0,158,0,1,p,5.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,0,1,7.0,5.0,
generous,,4.0,4.0,,158,0,1,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,0,1,6.5,5.0,4.0
generous,,9.0,,9.0,158,0,1,p,9.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,6.5,5.25,
generous,,5.0,5.0,,158,0,1,r,,,5.0,1.0,1.0,9.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.0,5.25,5.0
generous,,,,,158,0,1,p,,0.0,,,,,,5.0,1.0,1.0,9.0,1.0,,,,0,1,7.0,5.2,
generous,,4.0,4.0,,158,0,1,r,,,6.0,1.0,1.0,,0.0,,,,,,5.0,1.0,1.0,0,1,7.0,5.2,4.0
generous,,8.0,,8.0,158,0,1,p,8.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,0,1,7.0,5.333333333333333,
generous,,,,,158,0,1,p,,,,,,8.0,1.0,,,,,,6.0,1.0,1.0,0,1,7.166666666666667,5.333333333333333,
control,,6.0,,6.0,158,0,2,p,6.0,1.0,,,,,,,,,,,,,,0,1,,,
control,,3.0,3.0,,158,0,2,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,,,,0,1,6.0,,3.0
control,,0.0,,0.0,158,0,2,p,8.0,0.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,0,1,6.0,7.0,
control,,0.0,0.0,,158,0,2,r,,,9.0,-1.0,0.0,8.0,0.0,,,,,,7.0,1.0,1.0,0,1,7.0,7.0,1.0
control,,,,,158,0,2,p,,0.0,,,,,,9.0,-1.0,0.0,8.0,0.0,,,,0,1,7.0,8.0,
control,,4.0,4.0,,158,0,2,r,,,6.0,1.0,1.0,,0.0,,,,,,9.0,-1.0,0.0,0,1,7.0,8.0,4.0
control,,6.0,,6.0,158,0,2,p,6.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,0,1,7.0,7.333333333333333,
control,,3.0,3.0,,158,0,2,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,6.666666666666667,7.333333333333333,3.0
control,,6.0,,6.0,158,0,2,p,6.0,1.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,0,1,6.666666666666667,7.25,
control,,4.0,4.0,,158,0,2,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,7.0,1.0,1.0,0,1,6.5,7.25,4.0
control,,0.0,,0.0,158,0,2,p,8.0,0.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,1,6.5,7.0,
control,,0.0,0.0,,158,0,2,r,,,6.0,-1.0,0.0,8.0,0.0,,,,,,6.0,1.0,1.0,0,1,6.8,7.0,4.0
control,,5.0,,5.0,158,0,2,p,5.0,1.0,,,,,,6.0,-1.0,0.0,8.0,0.0,,,,0,1,6.8,6.833333333333333,
control,5.0,,,,158,0,2,p,,,,,,5.0,1.0,,,,,,6.0,-1.0,0.0,0,1,6.5,6.833333333333333,
generous,,8.0,,8.0,158,0,3,p,8.0,1.0,,,,,,,,,,,,,,0,1,,,
generous,,4.0,4.0,,158,0,3,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,,,,0,1,8.0,,4.0
generous,,5.0,,5.0,158,0,3,p,5.0,1.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,0,1,8.0,6.0,
generous,,3.0,3.0,,158,0,3,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,6.5,6.0,3.0
generous,,5.0,,5.0,158,0,3,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,0,1,6.5,6.5,
generous,,0.0,0.0,,158,0,3,r,,,5.0,-1.0,0.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,6.0,6.5,5.0
generous,,5.0,,5.0,158,0,3,p,5.0,1.0,,,,,,5.0,-1.0,0.0,5.0,1.0,,,,0,1,6.0,6.0,
generous,,5.0,5.0,,158,0,3,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,5.0,-1.0,0.0,0,1,5.75,6.0,5.0
generous,,5.0,,5.0,158,0,3,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,0,1,5.75,5.75,
generous,,5.0,5.0,,158,0,3,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,0,1,5.6,5.75,5.0
generous,,5.0,,5.0,158,0,3,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,0,1,5.6,5.6,
generous,,4.0,4.0,,158,0,3,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,0,1,5.5,5.6,4.0
generous,,5.0,,5.0,158,0,3,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.5,5.666666666666667,
generous,15.0,,,,158,0,3,p,,,,,,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.428571428571429,5.666666666666667,
selfish,,0.0,,0.0,158,0,4,p,6.0,0.0,,,,,,,,,,,,,,0,1,,,
selfish,,4.0,4.0,,158,0,4,r,,,6.0,1.0,1.0,6.0,0.0,,,,,,,,,0,1,6.0,,4.0
selfish,,,,,158,0,4,p,,0.0,,,,,,6.0,1.0,1.0,6.0,0.0,,,,0,1,6.0,6.0,
selfish,,2.0,2.0,,158,0,4,r,,,8.0,1.0,1.0,,0.0,,,,,,6.0,1.0,1.0,0,1,6.0,6.0,2.0
selfish,,0.0,,0.0,158,0,4,p,8.0,0.0,,,,,,8.0,1.0,1.0,,0.0,,,,0,1,6.0,7.0,
selfish,,4.0,4.0,,158,0,4,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,8.0,1.0,1.0,0,1,7.0,7.0,4.0
selfish,,5.0,,5.0,158,0,4,p,5.0,1.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,0,1,7.0,6.666666666666667,
selfish,,0.0,0.0,,158,0,4,r,,,9.0,-1.0,0.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,6.333333333333333,6.666666666666667,1.0
