condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
reciprocity,,0.0,,0.0,53,0,3,p,7.0,0.0,,,,,,7.0,0.0,,7.0,0.0,,,,1,3,6.857142857142857,6.6,
reciprocity,,0.0,,0.0,53,0,3,p,7.0,0.0,,,,7.0,0.0,,,,,,7.0,0.0,,1,3,6.875,6.6,
reciprocity,,0.0,0.0,,53,0,3,r,,,7.0,-2.0,0.0,7.0,0.0,,,,7.0,0.0,,,,1,3,6.888888888888889,6.6,3.0
reciprocity,,0.0,,0.0,53,0,3,p,6.0,0.0,,,,,,7.0,-2.0,0.0,7.0,0.0,,,,1,3,6.888888888888889,6.636363636363637,
reciprocity,,0.0,0.0,,53,0,3,r,,,6.0,-1.0,0.0,6.0,0.0,,,,,,7.0,-2.0,0.0,1,3,6.8,6.636363636363637,4.0
reciprocity,,0.0,,0.0,53,0,3,p,5.0,0.0,,,,,,6.0,-1.0,0.0,6.0,0.0,,,,1,3,6.8,6.583333333333333,
reciprocity,,0.0,0.0,,53,0,3,r,,,5.0,-2.0,0.0,5.0,0.0,,,,,,6.0,-1.0,0.0,1,3,6.636363636363637,6.583333333333333,5.0
reciprocity,,,,,53,0,3,p,,0.0,,,,,,5.0,-2.0,0.0,5.0,0.0,,,,1,3,6.636363636363637,6.461538461538462,
reciprocity,,,,,53,0,3,r,,,5.0,0.0,,,0.0,,,,,,5.0,-2.0,0.0,1,3,6.636363636363637,6.461538461538462,5.0
reciprocity,,0.0,,0.0,53,0,3,p,7.0,0.0,,,,,,5.0,0.0,,,0.0,,,,1,3,6.636363636363637,6.357142857142857,
reciprocity,10.0,,,,53,0,3,p,,,,,,7.0,0.0,,,,,,5.0,0.0,,1,3,6.666666666666667,6.357142857142857,
generous,,,,,53,0,4,r,,,5.0,0.0,,,,,,,,,,,,1,3,,,5.0
generous,,6.0,,6.0,53,0,4,p,6.0,1.0,,,,,,5.0,0.0,,,,,,,1,3,,5.0,
generous,,5.0,5.0,,53,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,0.0,,1,3,6.0,5.0,5.0
generous,,7.0,,7.0,53,0,4,p,7.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,6.0,5.0,
generous,,5.0,5.0,,53,0,4,r,,,5.0,1.0,1.0,7.0,1.0,,,,,,5.0,2.0,1.0,1,3,6.5,5.0,5.0
generous,,5.0,5.0,,53,0,4,r,,,5.0,1.0,1.0,,,5.0,1.0,1.0,7.0,1.0,,,,1,3,6.5,5.0,5.0
generous,,6.0,,6.0,53,0,4,p,6.0,1.0,,,,,,5.0,1.0,1.0,,,5.0,1.0,1.0,1,3,6.5,5.0,
generous,,,,,53,0,4,r,,,6.0,0.0,,6.0,1.0,,,,,,5.0,1.0,1.0,1,3,6.333333333333333,5.0,4.0
generous,,0.0,,0.0,53,0,4,p,9.0,0.0,,,,,,6.0,0.0,,6.0,1.0,,,,1,3,6.333333333333333,5.2,
generous,,5.0,5.0,,53,0,4,r,,,5.0,2.0,1.0,9.0,0.0,,,,,,6.0,0.0,,1,3,7.0,5.2,5.0
generous,,,,,53,0,4,p,,0.0,,,,,,5.0,2.0,1.0,9.0,0.0,,,,1,3,7.0,5.166666666666667,
generous,,5.0,5.0,,53,0,4,r,,,5.0,1.0,1.0,,0.0,,,,,,5.0,2.0,1.0,1,3,7.0,5.166666666666667,5.0
generous,,6.0,,6.0,53,0,4,p,6.0,1.0,,,,,,5.0,1.0,1.0,,0.0,,,,1,3,7.0,5.142857142857143,
generous,,0.0,0.0,,53,0,4,r,,,5.0,-1.0,0.0,6.0,1.0,,,,,,5.0,1.0,1.0,1,3,6.8,5.142857142857143,5.0
generous,,9.0,,9.0,53,0,4,p,9.0,1.0,,,,,,5.0,-1.0,0.0,6.0,1.0,,,,1,3,6.8,5.125,
generous,,,,,53,0,4,r,,,5.0,0.0,,9.0,1.0,,,,,,5.0,-1.0,0.0,1,3,7.166666666666667,5.125,5.0
generous,,0.0,,0.0,53,0,4,p,9.0,0.0,,,,,,5.0,0.0,,9.0,1.0,,,,1,3,7.166666666666667,5.111111111111111,
generous,,5.0,5.0,,53,0,4,r,,,5.0,1.0,1.0,9.0,0.0,,,,,,5.0,0.0,,1,3,7.428571428571429,5.111111111111111,5.0
generous,,6.0,,6.0,53,0,4,p,6.0,1.0,,,,,,5.0,1.0,1.0,9.0,0.0,,,,1,3,7.428571428571429,5.1,
generous,,7.0,,7.0,53,0,4,p,7.0,1.0,,,,6.0,1.0,,,,,,5.0,1.0,1.0,1,3,7.25,5.1,
generous,,0.0,0.0,,53,0,4,r,,,5.0,-1.0,0.0,7.0,1.0,,,,6.0,1.0,,,,1,3,7.222222222222222,5.1,5.0
generous,,5.0,,5.0,53,0,4,p,5.0,1.0,,,,,,5.0,-1.0,0.0,7.0,1.0,,,,1,3,7.222222222222222,5.090909090909091,
generous,,,,,53,0,4,r,,,5.0,,,5.0,1.0,,,,,,5.0,-1.0,0.0,1,3,7.0,5.090909090909091,5.0
generous,,0.0,,0.0,53,0,4,p,9.0,0.0,,,,,,5.0,,,5.0,1.0,,,,1,3,7.0,5.083333333333333,
generous,,5.0,5.0,,53,0,4,r,,,5.0,2.0,1.0,9.0,0.0,,,,,,5.0,,,1,3,7.181818181818182,5.083333333333333,5.0
generous,,8.0,,8.0,53,0,4,p,8.0,1.0,,,,,,5.0,2.0,1.0,9.0,0.0,,,,1,3,7.181818181818182,5.076923076923077,
generous,,0.0,0.0,,53,0,4,r,,,5.0,-2.0,0.0,8.0,1.0,,,,,,5.0,2.0,1.0,1,3,7.25,5.076923076923077,5.0
generous,,6.0,,6.0,53,0,4,p,6.0,1.0,,,,,,5.0,-2.0,0.0,8.0,1.0,,,,1,3,7.25,5.071428571428571,
generous,10.0,,,,53,0,4,p,,,,,,6.0,1.0,,,,,,5.0,-2.0,0.0,1,3,7.153846153846154,5.071428571428571,
generous,,,,,54,0,0,p,,0.0,,,,,,,,,,,,,,1,3,,,
generous,,,,,54,0,0,r,,,5.0,,,,0.0,,,,,,,,,1,3,,,5.0
generous,,8.0,,8.0,54,0,0,p,8.0,1.0,,,,,,5.0,,,,0.0,,,,1,3,,5.0,
generous,,5.0,5.0,,54,0,0,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,5.0,,,1,3,8.0,5.0,5.0
generous,,6.0,,6.0,54,0,0,p,6.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,1,3,8.0,5.0,
generous,,,,,54,0,0,p,,0.0,,,,6.0,1.0,,,,,,5.0,1.0,1.0,1,3,7.0,5.0,
generous,,4.0,4.0,,54,0,0,r,,,6.0,1.0,1.0,,0.0,,,,6.0,1.0,,,,1,3,7.0,5.0,4.0
generous,,8.0,,8.0,54,0,0,p,8.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,1,3,7.0,5.333333333333333,
generous,,0.0,0.0,,54,0,0,r,,,7.0,-1.0,0.0,8.0,1.0,,,,,,6.0,1.0,1.0,1,3,7.333333333333333,5.333333333333333,3.0
generous,,,,,54,0,0,p,,0.0,,,,,,7.0,-1.0,0.0,8.0,1.0,,,,1,3,7.333333333333333,5.75,
generous,,5.0,5.0,,54,0,0,r,,,5.0,1.0,1.0,,0.0,,,,,,7.0,-1.0,0.0,1,3,7.333333333333333,5.75,5.0
generous,,6.0,,6.0,54,0,0,p,6.0,1.0,,,,,,5.0,1.0,1.0,,0.0,,,,1,3,7.333333333333333,5.6,
generous,,4.0,4.0,,54,0,0,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,5.0,1.0,1.0,1,3,7.0,5.6,4.0
generous,,,,,54,0,0,p,,,,,,,,6.0,1.0,1.0,6.0,1.0,,,,1,3,7.0,5.666666666666667,
control,,0.0,,0.0,54,0,1,p,8.0,0.0,,,,,,,,,,,,,,1,3,,,
control,,0.0,0.0,,54,0,1,r,,,7.0,-1.0,0.0,8.0,0.0,,,,,,,,,1,3,8.0,,3.0
control,,5.0,,5.0,54,0,1,p,5.0,1.0,,,,,,7.0,-1.0,0.0,8.0,0.0,,,,1,3,8.0,7.0,
control,,0.0,0.0,,54,0,1,r,,,8.0,-1.0,0.0,5.0,1.0,,,,,,7.0,-1.0,0.0,1,3,6.5,7.0,2.0
control,,6.0,,6.0,54,0,1,p,6.0,1.0,,,,,,8.0,-1.0,0.0,5.0,1.0,,,,1,3,6.5,7.5,
control,,5.0,5.0,,54,0,1,r,,,5.0,1.0,1.0,6.0,1.0,,,,,,8.0,-1.0,0.0,1,3,6.333333333333333,7.5,5.0
control,,5.0,,5.0,54,0,1,p,5.0,1.0,,,,,,5.0,1.0,1.0,6.0,1.0,,,,1,3,6.333333333333333,6.666666666666667,
control,,4.0,4.0,,54,0,1,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,3,6.0,6.666666666666667,4.0
control,,6.0,,6.0,54,0,1,p,6.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,3,6.0,6.5,
control,,0.0,0.0,,54,0,1,r,,,6.0,-1.0,0.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,3,6.0,6.5,4.0
control,,7.0,,7.0,54,0,1,p,7.0,1.0,,,,,,6.0,-1.0,0.0,6.0,1.0,,,,1,3,6.0,6.4,
control,,0.0,0.0,,54,0,1,r,,,8.0,-1.0,0.0,7.0,1.0,,,,,,6.0,-1.0,0.0,1,3,6.166666666666667,6.4,2.0
control,,8.0,,8.0,54,0,1,p,8.0,1.0,,,,,,8.0,-1.0,0.0,7.0,1.0,,,,1,3,6.166666666666667,6.666666666666667,
control,,,,,54,0,1,p,,,,,,8.0,1.0,,,,,,8.0,-1.0,0.0,1,3,6.428571428571429,6.666666666666667,
reciprocity,,,,,54,0,2,p,,0.0,,,,,,,,,,,,,,1,3,,,
reciprocity,,3.0,3.0,,54,0,2,r,,,7.0,1.0,1.0,,0.0,,,,,,,,,1,3,,,3.0
reciprocity,,,,,54,0,2,p,,0.0,,,,,,7.0,1.0,1.0,,0.0,,,,1,3,,7.0,
reciprocity,,4.0,4.0,,54,0,2,r,,,6.0,1.0,1.0,,0.0,,,,,,7.0,1.0,1.0,1,3,,7.0,4.0
reciprocity,,7.0,,7.0,54,0,2,p,7.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,1,3,,6.5,
reciprocity,,3.0,3.0,,54,0,2,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,3,7.0,6.5,3.0
reciprocity,,6.0,,6.0,54,0,2,p,6.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,3,7.0,6.666666666666667,
reciprocity,,4.0,4.0,,54,0,2,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,7.0,1.0,1.0,1,3,6.5,6.666666666666667,4.0
reciprocity,,7.0,,7.0,54,0,2,p,7.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,1,3,6.5,6.5,
reciprocity,,3.0,3.0,,54,0,2,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,3,6.666666666666667,6.5,3.0
reciprocity,,5.0,,5.0,54,0,2,p,5.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,3,6.666666666666667,6.6,
reciprocity,,5.0,5.0,,54,0,2,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,3,6.25,6.6,5.0
reciprocity,,5.0,,5.0,54,0,2,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,3,6.25,6.333333333333333,
reciprocity,,,,,54,0,2,p,,,,,,5.0,1.0,,,,,,5.0,1.0,1.0,1,3,6.0,6.333333333333333,
anti_reciprocity,,7.0,,7.0,54,0,3,p,7.0,1.0,,,,,,,,,,,,,,1,3,,,
anti_reciprocity,,4.0,4.0,,54,0,3,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,,,,1,3,7.0,,4.0
anti_reciprocity,,7.0,,7.0,54,0,3,p,7.0,1.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,1,3,7.0,6.0,
anti_reciprocity,,,,,54,0,3,r,,,8.0,0.0,,7.0,1.0,,,,,,6.0,1.0,1.0,1,3,7.0,6.0,2.0
anti_reciprocity,,7.0,,7.0,54,0,3,p,7.0,1.0,,,,,,8.0,0.0,,7.0,1.0,,,,1,3,7.0,7.0,
anti_reciprocity,,0.0,0.0,,54,0,3,r,,,8.0,-2.0,0.0,7.0,1.0,,,,,,8.0,0.0,,1,3,7.0,7.0,2.0
anti_reciprocity,,0.0,,0.0,54,0,3,p,5.0,0.0,,,,,,8.0,-2.0,0.0,7.0,1.0,,,,1,3,7.0,7.333333333333333,
anti_reciprocity,,0.0,0.0,,54,0,3,r,,,9.0,-2.0,0.0,5.0,0.0,,,,,,8.0,-2.0,0.0,1,3,6.5,7.333333333333333,1.0
anti_reciprocity,,,,,54,0,3,p,,0.0,,,,,,9.0,-2.0,0.0,5.0,0.0,,,,1,3,6.5,7.75,
anti_reciprocity,,3.0,3.0,,54,0,3,r,,,7.0,1.0,1.0,,0.0,,,,,,9.0,-2.0,0.0,1,3,6.5,7.75,3.0
anti_reciprocity,,0.0,,0.0,54,0,3,p,7.0,0.0,,,,,,7.0,1.0,1.0,,0.0,,,,1,3,6.5,7.6,
anti_reciprocity,,0.0,0.0,,54,0,3,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,7.0,1.0,1.0,1,3,6.6,7.6,2.0
anti_reciprocity,,,,,54,0,3,p,,0.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,1,3,6.6,7.666666666666667,
anti_reciprocity,15.0,,,,54,0,3,p,,,,,,,0.0,,,,,,8.0,-1.0,0.0,1,3,6.6,7.666666666666667,
selfish,,5.0,,5.0,54,0,4,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
selfish,,0.0,0.0,,54,0,4,r,,,9.0,-1.0,0.0,5.0,1.0,,,,,,,,,1,3,5.0,,1.0
selfish,,0.0,,0.0,54,0,4,p,6.0,0.0,,,,,,9.0,-1.0,0.0,5.0,1.0,,,,1,3,5.0,9.0,
selfish,,5.0,5.0,,54,0,4,r,,,5.0,1.0,1.0,6.0,0.0,,,,,,9.0,-1.0,0.0,1,3,5.5,9.0,5.0
selfish,,5.0,,5.0,54,0,4,p,5.0,1.0,,,,,,5.0,1.0,1.0,6.0,0.0,,,,1,3,5.5,7.0,
selfish,,1.0,1.0,,54,0,4,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,3,5.333333333333333,7.0,1.0
selfish,,6.0,,6.0,54,0,4,p,6.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,1,3,5.333333333333333,7.666666666666667,
selfish,,4.0,4.0,,54,0,4,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,9.0,1.0,1.0,1,3,5.5,7.666666666666667,4.0
selfish,,0.0,,0.0,54,0,4,p,8.0,0.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,1,3,5.5,7.25,
selfish,,5.0,5.0,,54,0,4,r,,,5.0,1.0,1.0,8.0,0.0,,,,,,6.0,1.0,1.0,1,3,6.0,7.25,5.0
selfish,,0.0,,0.0,54,0,4,p,7.0,0.0,,,,,,5.0,1.0,1.0,8.0,0.0,,,,1,3,6.0,6.8,
selfish,,5.0,5.0,,54,0,4,r,,,5.0,1.0,1.0,7.0,0.0,,,,,,5.0,1.0,1.0,1,3,6.166666666666667,6.8,5.0
selfish,,6.0,,6.0,54,0,4,p,6.0,1.0,,,,,,5.0,1.0,1.0,7.0,0.0,,,,1,3,6.166666666666667,6.5,
selfish,10.0,,,,54,0,4,p,,,,,,6.0,1.0,,,,,,5.0,1.0,1.0,1,3,6.142857142857143,6.5,
anti_reciprocity,,,,,54,0,5,p,,0.0,,,,,,,,,,,,,,1,3,,,
anti_reciprocity,,2.0,2.0,,54,0,5,r,,,8.0,1.0,1.0,,0.0,,,,,,,,,1,3,,,2.0
anti_reciprocity,,0.0,,0.0,54,0,5,p,7.0,0.0,,,,,,8.0,1.0,1.0,,0.0,,,,1,3,,8.0,
anti_reciprocity,,0.0,0.0,,54,0,5,r,,,8.0,-1.0,0.0,7.0,0.0,,,,,,8.0,1.0,1.0,1,3,7.0,8.0,2.0
anti_reciprocity,,0.0,,0.0,54,0,5,p,6.0,0.0,,,,,,8.0,-1.0,0.0,7.0,0.0,,,,1,3,7.0,8.0,
anti_reciprocity,,0.0,0.0,,54,0,5,r,,,8.0,-2.0,0.0,6.0,0.0,,,,,,8.0,-1.0,0.0,1,3,6.5,8.0,2.0
anti_reciprocity,,0.0,,0.0,54,0,5,p,5.0,0.0,,,,,,8.0,-2.0,0.0,6.0,0.0,,,,1,3,6.5,8.0,
anti_reciprocity,,0.0,0.0,,54,0,5,r,,,9.0,-2.0,0.0,5.0,0.0,,,,,,8.0,-2.0,0.0,1,3,6.0,8.0,1.0
anti_reciprocity,,0.0,,0.0,54,0,5,p,7.0,0.0,,,,,,9.0,-2.0,0.0,5.0,0.0,,,,1,3,6.0,8.25,
anti_reciprocity,,4.0,4.0,,54,0,5,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,9.0,-2.0,0.0,1,3,6.25,8.25,4.0
anti_reciprocity,,8.0,,8.0,54,0,5,p,8.0,1.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,1,3,6.25,7.8,
anti_reciprocity,,4.0,4.0,,54,0,5,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,6.0,1.0,1.0,1,3,6.6,7.8,4.0
anti_reciprocity,,0.0,,0.0,54,0,5,p,6.0,0.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,1,3,6.6,7.5,
anti_reciprocity,10.0,,,,54,0,5,p,,,,,,6.0,0.0,,,,,,6.0,1.0,1.0,1,3,6.5,7.5,
generous,,7.0,,7.0,54,0,6,p,7.0,1.0,,,,,,,,,,,,,,1,3,,,
generous,,5.0,5.0,,54,0,6,r,,,5.0,1.0,1.0,7.0,1.0,,,,,,,,,1,3,7.0,,5.0
generous,,5.0,,5.0,54,0,6,p,5.0,1.0,,,,,,5.0,1.0,1.0,7.0,1.0,,,,1,3,7.0,5.0,
generous,,4.0,4.0,,54,0,6,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,1,3,6.0,5.0,4.0
generous,,6.0,,6.0,54,0,6,p,6.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,3,6.0,5.5,
generous,,5.0,5.0,,54,0,6,r,,,5.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,3,6.0,5.5,5.0
generous,,,,,54,0,6,p,,0.0,,,,,,5.0,1.0,1.0,6.0,1.0,,,,1,3,6.0,5.333333333333333,
generous,,5.0,5.0,,54,0,6,r,,,5.0,1.0,1.0,,0.0,,,,,,5.0,1.0,1.0,1,3,6.0,5.333333333333333,5.0
generous,,8.0,,8.0,54,0,6,p,8.0,1.0,,,,,,5.0,1.0,1.0,,0.0,,,,1,3,6.0,5.25,
generous,,,,,54,0,6,r,,,6.0,,,8.0,1.0,,,,,,5.0,1.0,1.0,1,3,6.5,5.25,4.0
generous,,8.0,,8.0,54,0,6,p,8.0,1.0,,,,,,6.0,,,8.0,1.0,,,,1,3,6.5,5.4,
generous,,5.0,5.0,,54,0,6,r,,,5.0,1.0,1.0,8.0,1.0,,,,,,6.0,,,1,3,6.8,5.4,5.0
generous,,8.0,,8.0,54,0,6,p,8.0,1.0,,,,,,5.0,1.0,1.0,8.0,1.0,,,,1,3,6.8,5.333333333333333,
generous,5.0,,,,54,0,6,p,,,,,,8.0,1.0,,,,,,5.0,1.0,1.0,1,3,7.0,5.333333333333333,
reciprocity,,0.0,,0.0,54,0,7,p,7.0,0.0,,,,,,,,,,,,,,1,3,,,
reciprocity,,3.0,3.0,,54,0,7,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,,,,1,3,7.0,,3.0
reciprocity,,,,,54,0,7,p,,0.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,1,3,7.0,7.0,
reciprocity,,4.0,4.0,,54,0,7,r,,,6.0,1.0,1.0,,0.0,,,,,,7.0,1.0,1.0,1,3,7.0,7.0,4.0
reciprocity,,,,,54,0,7,p,,0.0,,,,,,6.0,1.0,1.0,,0.0,,,,1,3,7.0,6.5,
reciprocity,,4.0,4.0,,54,0,7,r,,,6.0,1.0,1.0,,0.0,,,,,,6.0,1.0,1.0,1,3,7.0,6.5,4.0
reciprocity,,7.0,,7.0,54,0,7,p,7.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,1,3,7.0,6.333333333333333,
reciprocity,,3.0,3.0,,54,0,7,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,3,7.0,6.333333333333333,3.0
reciprocity,,7.0,,7.0,54,0,7,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,3,7.0,6.5,
reciprocity,,3.0,3.0,,54,0,7,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,3,7.0,6.5,3.0
reciprocity,,5.0,,5.0,54,0,7,p,5.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,3,7.0,6.6,
reciprocity,,5.0,5.0,,54,0,7,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,3,6.5,6.6,5.0
reciprocity,,6.0,,6.0,54,0,7,p,6.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,3,6.5,6.333333333333333,
reciprocity,10.0,,,,54,0,7,p,,,,,,6.0,1.0,,,,,,5.0,1.0,1.0,1,3,6.4,6.333333333333333,
control,,,,,54,0,8,p,,0.0,,,,,,,,,,,,,,1,3,,,
control,,5.0,5.0,,54,0,8,r,,,5.0,1.0,1.0,,0.0,,,,,,,,,1,3,,,5.0
control,,0.0,,0.0,54,0,8,p,8.0,0.0,,,,,,5.0,1.0,1.0,,0.0,,,,1,3,,5.0,
control,,4.0,4.0,,54,0,8,r,,,6.0,1.0,1.0,8.0,0.0,,,,,,5.0,1.0,1.0,1,3,8.0,5.0,4.0
control,,8.0,,8.0,54,0,8,p,8.0,1.0,,,,,,6.0,1.0,1.0,8.0,0.0,,,,1,3,8.0,5.5,
control,,4.0,4.0,,54,0,8,r,,,6.0,1.0,1.0,8.0,1.0,,,,,,6.0,1.0,1.0,1,3,8.0,5.5,4.0
control,,7.0,,7.0,54,0,8,p,7.0,1.0,,,,,,6.0,1.0,1.0,8.0,1.0,,,,1,3,8.0,5.666666666666667,
control,,5.0,5.0,,54,0,8,r,,,5.0,1.0,1.0,7.0,1.0,,,,,,6.0,1.0,1.0,1,3,7.666666666666667,5.666666666666667,5.0
control,,7.0,,7.0,54,0,8,p,7.0,1.0,,,,,,5.0,1.0,1.0,7.0,1.0,,,,1,3,7.666666666666667,5.5,
control,,4.0,4.0,,54,0,8,r,,,6.0,1.0,1.0,7.0,1.0,,,,,,5.0,1.0,1.0,1,3,7.5,5.5,4.0
control,,5.0,,5.0,54,0,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,7.0,1.0,,,,1,3,7.5,5.6,
control,,4.0,4.0,,54,0,8,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,3,7.0,5.6,4.0
control,,5.0,,5.0,54,0,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,3,7.0,5.666666666666667,
control,10.0,,,,54,0,8,p,,,,,,5.0,1.0,,,,,,6.0,1.0,1.0,1,3,6.666666666666667,5.666666666666667,
selfish,,0.0,,0.0,54,0,9,p,7.0,0.0,,,,,,,,,,,,,,1,3,,,
selfish,,,,,54,0,9,r,,,8.0,0.0,,7.0,0.0,,,,,,,,,1,3,7.0,,2.0
selfish,,0.0,,0.0,54,0,9,p,6.0,0.0,,,,,,8.0,0.0,,7.0,0.0,,,,1,3,7.0,8.0,
selfish,,,,,54,0,9,r,,,7.0,0.0,,6.0,0.0,,,,,,8.0,0.0,,1,3,6.5,8.0,3.0
selfish,,5.0,,5.0,54,0,9,p,5.0,1.0,,,,,,7.0,0.0,,6.0,0.0,,,,1,3,6.5,7.5,
selfish,,,,,54,0,9,r,,,8.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,1,3,6.0,7.5,2.0
selfish,,5.0,,5.0,54,0,9,p,5.0,1.0,,,,,,8.0,0.0,,5.0,1.0,,,,1,3,6.0,7.666666666666667,
selfish,,,,,54,0,9,r,,,9.0,0.0,,5.0,1.0,,,,,,8.0,0.0,,1,3,5.75,7.666666666666667,1.0
selfish,,0.0,,0.0,54,0,9,p,7.0,0.0,,,,,,9.0,0.0,,5.0,1.0,,,,1,3,5.75,8.0,
selfish,,,,,54,0,9,r,,,9.0,0.0,,7.0,0.0,,,,,,9.0,0.0,,1,3,6.0,8.0,1.0
selfish,,0.0,,0.0,54,0,9,p,7.0,0.0,,,,,,9.0,0.0,,7.0,0.0,,,,1,3,6.0,8.2,
selfish,,0.0,0.0,,54,0,9,r,,,9.0,-2.0,0.0,7.0,0.0,,,,,,9.0,0.0,,1,3,6.166666666666667,8.2,1.0
selfish,,5.0,,5.0,54,0,9,p,5.0,1.0,,,,,,9.0,-2.0,0.0,7.0,0.0,,,,1,3,6.166666666666667,8.333333333333334,
selfish,10.0,,,,54,0,9,p,,,,,,5.0,1.0,,,,,,9.0,-2.0,0.0,1,3,6.0,8.333333333333334,
control,,5.0,,5.0,55,0,0,p,5.0,1.0,,,,,,,,,,,,,,1,3,,,
control,,3.0,3.0,,55,0,0,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,,,,1,3,5.0,,3.0
control,,0.0,,0.0,55,0,0,p,8.0,0.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,3,5.0,7.0,
control,,0.0,0.0,,55,0,0,r,,,7.0,-2.0,0.0,8.0,0.0,,,,,,7.0,1.0,1.0,1,3,6.5,7.0,3.0
control,,6.0,,6.0,55,0,0,p,6.0,1.0,,,,,,7.0,-2.0,0.0,8.0,0.0,,,,1,3,6.5,7.0,
control,,5.0,,5.0,55,0,0,p,5.0,1.0,,,,6.0,1.0,,,,,,7.0,-2.0,0.0,1,3,6.333333333333333,7.0,
control,,0.0,0.0,,55,0,0,r,,,8.0,-2.0,0.0,5.0,1.0,,,,6.0,1.0,,,,1,3,6.0,7.0,2.0
control,,6.0,,6.0,55,0,0,p,6.0,1.0,,,,,,8.0,-2.0,0.0,5.0,1.0,,,,1,3,6.0,7.333333333333333,
control,,5.0,5.0,,55,0,0,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,8.0,-2.0,0.0,1,3,6.0,7.333333333333333,5.0
control,,5.0,,5.0,55,0,0,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,6.0,6.75,
control,,5.0,5.0,,55,0,0,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.833333333333333,6.75,5.0
control,,6.0,,6.0,55,0,0,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.833333333333333,6.4,
control,,2.0,2.0,,55,0,0,r,,,8.0,1.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.857142857142857,6.4,2.0
