condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale
selfish,,0,,0,30,0,4,p,8,0,,,,,,5,1,1,,,,,,0,1
selfish,,0,0,,30,0,4,r,,,6,-2,0,8,0,,,,,,5,1,1,0,1
selfish,,0,,0,30,0,4,p,7,0,,,,,,6,-2,0,8,0,,,,0,1
selfish,,,,,30,0,4,r,,,8,0,,7,0,,,,,,6,-2,0,0,1
selfish,,0,0,,30,0,4,r,,,6,-1,0,,,8,0,,7,0,,,,0,1
selfish,,0,,0,30,0,4,p,6,0,,,,,,6,-1,0,,,8,0,,0,1
selfish,,0,0,,30,0,4,r,,,8,-1,0,6,0,,,,,,6,-1,0,0,1
selfish,,0,,0,30,0,4,p,6,0,,,,,,8,-1,0,6,0,,,,0,1
selfish,,0,0,,30,0,4,r,,,7,-1,0,6,0,,,,,,8,-1,0,0,1
selfish,,,,,30,0,4,p,,0,,,,,,7,-1,0,6,0,,,,0,1
selfish,,4,4,,30,0,4,r,,,6,1,1,,0,,,,,,7,-1,0,0,1
selfish,,0,,0,30,0,4,p,8,0,,,,,,6,1,1,,0,,,,0,1
selfish,,0,0,,30,0,4,r,,,8,-1,0,8,0,,,,,,6,1,1,0,1
selfish,,0,,0,30,0,4,p,6,0,,,,,,8,-1,0,8,0,,,,0,1
selfish,,5,5,,30,0,4,r,,,5,1,1,6,0,,,,,,8,-1,0,0,1
selfish,,6,,6,30,0,4,p,6,1,,,,,,5,1,1,6,0,,,,0,1
selfish,,5,5,,30,0,4,r,,,5,1,1,6,1,,,,,,5,1,1,0,1
selfish,,0,,0,30,0,4,p,6,0,,,,,,5,1,1,6,1,,,,0,1
selfish,,0,,0,30,0,4,p,6,0,,,,6,0,,,,,,5,1,1,0,1
selfish,,0,0,,30,0,4,r,,,9,-2,0,6,0,,,,6,0,,,,0,1
selfish,,0,,0,30,0,4,p,6,0,,,,,,9,-2,0,6,0,,,,0,1
selfish,,0,0,,30,0,4,r,,,7,-2,0,6,0,,,,,,9,-2,0,0,1
selfish,,6,,6,30,0,4,p,6,1,,,,,,7,-2,0,6,0,,,,0,1
selfish,,0,0,,30,0,4,r,,,6,-1,0,6,1,,,,,,7,-2,0,0,1
selfish,,0,,0,30,0,4,p,7,0,,,,,,6,-1,0,6,1,,,,0,1
selfish,,0,0,,30,0,4,r,,,9,-2,0,7,0,,,,,,6,-1,0,0,1
selfish,,6,,6,30,0,4,p,6,1,,,,,,9,-2,0,7,0,,,,0,1
selfish,10,,,,30,0,4,p,,,,,,6,1,,,,,,9,-2,0,0,1
control,,4,4,,31,0,0,r,,,6,1,1,,,,,,,,,,,0,1
control,,0,,0,31,0,0,p,6,0,,,,,,6,1,1,,,,,,0,1
control,,0,0,,31,0,0,r,,,6,-2,0,6,0,,,,,,6,1,1,0,1
control,,,,,31,0,0,p,,0,,,,,,6,-2,0,6,0,,,,0,1
control,,4,4,,31,0,0,r,,,6,1,1,,0,,,,,,6,-2,0,0,1
control,,5,5,,31,0,0,r,,,5,1,1,,,6,1,1,,0,,,,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,5,1,1,,,6,1,1,0,1
control,,5,5,,31,0,0,r,,,5,1,1,5,1,,,,,,5,1,1,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,5,1,1,5,1,,,,0,1
control,,0,0,,31,0,0,r,,,8,-2,0,5,1,,,,,,5,1,1,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,8,-2,0,5,1,,,,0,1
control,,0,0,,31,0,0,r,,,6,-2,0,5,1,,,,,,8,-2,0,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,6,-2,0,5,1,,,,0,1
control,,0,0,,31,0,0,r,,,6,-2,0,5,1,,,,,,6,-2,0,0,1
control,,0,,0,31,0,0,p,6,0,,,,,,6,-2,0,5,1,,,,0,1
control,,0,0,,31,0,0,r,,,7,-2,0,6,0,,,,,,6,-2,0,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,7,-2,0,6,0,,,,0,1
control,,0,0,,31,0,0,r,,,6,-2,0,5,1,,,,,,7,-2,0,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,6,-2,0,5,1,,,,0,1
control,,5,,5,31,0,0,p,5,1,,,,5,1,,,,,,6,-2,0,0,1
control,,0,0,,31,0,0,r,,,7,-2,0,5,1,,,,5,1,,,,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,7,-2,0,5,1,,,,0,1
control,,0,0,,31,0,0,r,,,8,-2,0,5,1,,,,,,7,-2,0,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,8,-2,0,5,1,,,,0,1
control,,5,5,,31,0,0,r,,,5,2,1,5,1,,,,,,8,-2,0,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,5,2,1,5,1,,,,0,1
control,,5,5,,31,0,0,r,,,5,1,1,5,1,,,,,,5,2,1,0,1
control,,5,,5,31,0,0,p,5,1,,,,,,5,1,1,5,1,,,,0,1
control,10,,,,31,0,0,p,,,,,,5,1,,,,,,5,1,1,0,1
selfish,,0,0,,31,0,1,r,,,8,-2,0,,,,,,,,,,,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,8,-2,0,,,,,,0,1
selfish,,0,0,,31,0,1,r,,,6,-2,0,5,1,,,,,,8,-2,0,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,6,-2,0,5,1,,,,0,1
selfish,,0,0,,31,0,1,r,,,7,-2,0,5,1,,,,,,6,-2,0,0,1
selfish,,0,0,,31,0,1,r,,,9,-2,0,,,7,-2,0,5,1,,,,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,9,-2,0,,,7,-2,0,0,1
selfish,,0,0,,31,0,1,r,,,7,-2,0,5,1,,,,,,9,-2,0,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,7,-2,0,5,1,,,,0,1
selfish,,0,0,,31,0,1,r,,,9,-2,0,5,1,,,,,,7,-2,0,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,0,1
selfish,,0,0,,31,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,0,1
selfish,,0,,0,31,0,1,p,7,0,,,,,,9,-2,0,5,1,,,,0,1
selfish,,0,0,,31,0,1,r,,,8,-2,0,7,0,,,,,,9,-2,0,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,8,-2,0,7,0,,,,0,1
selfish,,5,5,,31,0,1,r,,,5,2,1,5,1,,,,,,8,-2,0,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,5,2,1,5,1,,,,0,1
selfish,,0,0,,31,0,1,r,,,8,-2,0,5,1,,,,,,5,2,1,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,8,-2,0,5,1,,,,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,5,1,,,,,,8,-2,0,0,1
selfish,,5,5,,31,0,1,r,,,5,1,1,5,1,,,,5,1,,,,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,5,1,1,5,1,,,,0,1
selfish,,0,0,,31,0,1,r,,,9,-2,0,5,1,,,,,,5,1,1,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,0,1
selfish,,0,0,,31,0,1,r,,,9,-2,0,5,1,,,,,,9,-2,0,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,9,-2,0,5,1,,,,0,1
selfish,,0,0,,31,0,1,r,,,6,-2,0,5,1,,,,,,9,-2,0,0,1
selfish,,5,,5,31,0,1,p,5,1,,,,,,6,-2,0,5,1,,,,0,1
selfish,0,,,,31,0,1,p,,,,,,5,1,,,,,,6,-2,0,0,1
anti_reciprocity,,5,5,,31,0,2,r,,,5,1,1,,,,,,,,,,,0,1
anti_reciprocity,,0,,0,31,0,2,p,5,0,,,,,,5,1,1,,,,,,0,1
anti_reciprocity,,0,0,,31,0,2,r,,,9,-2,0,5,0,,,,,,5,1,1,0,1
anti_reciprocity,,0,,0,31,0,2,p,5,0,,,,,,9,-2,0,5,0,,,,0,1
anti_reciprocity,,0,0,,31,0,2,r,,,9,-2,0,5,0,,,,,,9,-2,0,0,1
anti_reciprocity,,0,0,,31,0,2,r,,,9,-2,0,,,9,-2,0,5,0,,,,0,1
anti_reciprocity,,0,,0,31,0,2,p,5,0,,,,,,9,-2,0,,,9,-2,0,0,1
anti_reciprocity,,0,0,,31,0,2,r,,,9,-2,0,5,0,,,,,,9,-2,0,0,1
anti_reciprocity,,9,,9,31,0,2,p,9,1,,,,,,9,-2,0,5,0,,,,0,1
anti_reciprocity,,5,5,,31,0,2,r,,,5,1,1,9,1,,,,,,9,-2,0,0,1
anti_reciprocity,,,,,31,0,2,p,,0,,,,,,5,1,1,9,1,,,,0,1
anti_reciprocity,,4,4,,31,0,2,r,,,6,1,1,,0,,,,,,5,1,1,0,1
anti_reciprocity,,0,,0,31,0,2,p,6,0,,,,,,6,1,1,,0,,,,0,1
anti_reciprocity,,0,0,,31,0,2,r,,,8,-2,0,6,0,,,,,,6,1,1,0,1
anti_reciprocity,,9,,9,31,0,2,p,9,1,,,,,,8,-2,0,6,0,,,,0,1
anti_reciprocity,,5,5,,31,0,2,r,,,5,1,1,9,1,,,,,,8,-2,0,0,1
anti_reciprocity,,9,,9,31,0,2,p,9,1,,,,,,5,1,1,9,1,,,,0,1
anti_reciprocity,,5,5,,31,0,2,r,,,5,1,1,9,1,,,,,,5,1,1,0,1
anti_reciprocity,,9,,9,31,0,2,p,9,1,,,,,,5,1,1,9,1,,,,0,1
anti_reciprocity,,9,,9,31,0,2,p,9,1,,,,9,1,,,,,,5,1,1,0,1
anti_reciprocity,,5,5,,31,0,2,r,,,5,1,1,9,1,,,,9,1,,,,0,1
anti_reciprocity,,9,,9,31,0,2,p,9,1,,,,,,5,1,1,9,1,,,,0,1
anti_reciprocity,,5,5,,31,0,2,r,,,5,1,1,9,1,,,,,,5,1,1,0,1
anti_reciprocity,,,,,31,0,2,p,,0,,,,,,5,1,1,9,1,,,,0,1
anti_reciprocity,,4,4,,31,0,2,r,,,6,1,1,,0,,,,,,5,1,1,0,1
anti_reciprocity,,9,,9,31,0,2,p,9,1,,,,,,6,1,1,,0,,,,0,1
anti_reciprocity,,5,5,,31,0,2,r,,,5,1,1,9,1,,,,,,6,1,1,0,1
anti_reciprocity,,9,,9,31,0,2,p,9,1,,,,,,5,1,1,9,1,,,,0,1
anti_reciprocity,10,,,,31,0,2,p,,,,,,9,1,,,,,,5,1,1,0,1
reciprocity,,0,0,,31,0,3,r,,,6,-2,0,,,,,,,,,,,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,6,-2,0,,,,,,0,1
reciprocity,,5,5,,31,0,3,r,,,5,1,1,5,1,,,,,,6,-2,0,0,1
reciprocity,,0,,0,31,0,3,p,7,0,,,,,,5,1,1,5,1,,,,0,1
reciprocity,,0,0,,31,0,3,r,,,7,-1,0,7,0,,,,,,5,1,1,0,1
reciprocity,,0,0,,31,0,3,r,,,7,-2,0,,,7,-1,0,7,0,,,,0,1
reciprocity,,0,,0,31,0,3,p,6,0,,,,,,7,-2,0,,,7,-1,0,0,1
reciprocity,,0,0,,31,0,3,r,,,6,-2,0,6,0,,,,,,7,-2,0,0,1
reciprocity,,0,,0,31,0,3,p,8,0,,,,,,6,-2,0,6,0,,,,0,1
reciprocity,,0,0,,31,0,3,r,,,8,-2,0,8,0,,,,,,6,-2,0,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,8,-2,0,8,0,,,,0,1
reciprocity,,5,5,,31,0,3,r,,,5,2,1,5,1,,,,,,8,-2,0,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,5,2,1,5,1,,,,0,1
reciprocity,,5,5,,31,0,3,r,,,5,1,1,5,1,,,,,,5,2,1,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,5,1,1,5,1,,,,0,1
reciprocity,,5,5,,31,0,3,r,,,5,1,1,5,1,,,,,,5,1,1,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,5,1,1,5,1,,,,0,1
reciprocity,,5,5,,31,0,3,r,,,5,1,1,5,1,,,,,,5,1,1,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,5,1,1,5,1,,,,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,5,1,,,,,,5,1,1,0,1
reciprocity,,5,5,,31,0,3,r,,,5,1,1,5,1,,,,5,1,,,,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,5,1,1,5,1,,,,0,1
reciprocity,,5,5,,31,0,3,r,,,5,1,1,5,1,,,,,,5,1,1,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,5,1,1,5,1,,,,0,1
reciprocity,,5,5,,31,0,3,r,,,5,1,1,5,1,,,,,,5,1,1,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,5,1,1,5,1,,,,0,1
reciprocity,,5,5,,31,0,3,r,,,5,1,1,5,1,,,,,,5,1,1,0,1
reciprocity,,5,,5,31,0,3,p,5,1,,,,,,5,1,1,5,1,,,,0,1
reciprocity,5,,,,31,0,3,p,,,,,,5,1,,,,,,5,1,1,0,1
generous,,5,5,,31,0,4,r,,,5,1,1,,,,,,,,,,,0,1
generous,,5,,5,31,0,4,p,5,1,,,,,,5,1,1,,,,,,0,1
generous,,0,0,,31,0,4,r,,,6,-1,0,5,1,,,,,,5,1,1,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,6,-1,0,5,1,,,,0,1
generous,,4,4,,31,0,4,r,,,6,1,1,9,1,,,,,,6,-1,0,0,1
generous,,5,5,,31,0,4,r,,,5,1,1,,,6,1,1,9,1,,,,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,5,1,1,,,6,1,1,0,1
generous,,4,4,,31,0,4,r,,,6,1,1,9,1,,,,,,5,1,1,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,6,1,1,9,1,,,,0,1
generous,,5,5,,31,0,4,r,,,5,1,1,9,1,,,,,,6,1,1,0,1
generous,,0,,0,31,0,4,p,9,0,,,,,,5,1,1,9,1,,,,0,1
generous,,5,5,,31,0,4,r,,,5,1,1,9,0,,,,,,5,1,1,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,5,1,1,9,0,,,,0,1
generous,,5,5,,31,0,4,r,,,5,1,1,9,1,,,,,,5,1,1,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,5,1,1,9,1,,,,0,1
generous,,4,4,,31,0,4,r,,,6,1,1,9,1,,,,,,5,1,1,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,6,1,1,9,1,,,,0,1
generous,,4,4,,31,0,4,r,,,6,1,1,9,1,,,,,,6,1,1,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,6,1,1,9,1,,,,0,1
generous,,9,,9,31,0,4,p,9,1,,,,9,1,,,,,,6,1,1,0,1
generous,,5,5,,31,0,4,r,,,5,1,1,9,1,,,,9,1,,,,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,5,1,1,9,1,,,,0,1
generous,,5,5,,31,0,4,r,,,5,1,1,9,1,,,,,,5,1,1,0,1
generous,,0,,0,31,0,4,p,9,0,,,,,,5,1,1,9,1,,,,0,1
generous,,4,4,,31,0,4,r,,,6,1,1,9,0,,,,,,5,1,1,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,6,1,1,9,0,,,,0,1
generous,,5,5,,31,0,4,r,,,5,1,1,9,1,,,,,,6,1,1,0,1
generous,,9,,9,31,0,4,p,9,1,,,,,,5,1,1,9,1,,,,0,1
generous,15,,,,31,0,4,p,,,,,,9,1,,,,,,5,1,1,0,1
control,,,,,32,0,0,r,,,8,,,,,,,,,,,,,1,3
control,,0,,0,32,0,0,p,8,0,,,,,,8,,,,,,,,1,3
control,,0,0,,32,0,0,r,,,6,-1,0,8,0,,,,,,8,,,1,3
control,,0,,0,32,0,0,p,8,0,,,,,,6,-1,0,8,0,,,,1,3
control,,3,3,,32,0,0,r,,,7,1,1,8,0,,,,,,6,-1,0,1,3
control,,0,0,,32,0,0,r,,,6,-1,0,,,7,1,1,8,0,,,,1,3
control,,8,,8,32,0,0,p,8,1,,,,,,6,-1,0,,,7,1,1,1,3
control,,4,4,,32,0,0,r,,,6,1,1,8,1,,,,,,6,-1,0,1,3
control,,6,,6,32,0,0,p,6,1,,,,,,6,1,1,8,1,,,,1,3
control,,3,3,,32,0,0,r,,,7,1,1,6,1,,,,,,6,1,1,1,3
control,,0,,0,32,0,0,p,8,0,,,,,,7,1,1,6,1,,,,1,3
control,,0,0,,32,0,0,r,,,6,-1,0,8,0,,,,,,7,1,1,1,3
control,,0,,0,32,0,0,p,8,0,,,,,,6,-1,0,8,0,,,,1,3
control,,5,5,,32,0,0,r,,,5,1,1,8,0,,,,,,6,-1,0,1,3
control,,6,,6,32,0,0,p,6,1,,,,,,5,1,1,8,0,,,,1,3
control,,4,4,,32,0,0,r,,,6,1,1,6,1,,,,,,5,1,1,1,3
control,,0,,0,32,0,0,p,6,0,,,,,,6,1,1,6,1,,,,1,3
control,,5,5,,32,0,0,r,,,5,1,1,6,0,,,,,,6,1,1,1,3
control,,6,,6,32,0,0,p,6,1,,,,,,5,1,1,6,0,,,,1,3
control,,6,,6,32,0,0,p,6,1,,,,6,1,,,,,,5,1,1,1,3
control,,3,3,,32,0,0,r,,,7,1,1,6,1,,,,6,1,,,,1,3
control,,0,,0,32,0,0,p,8,0,,,,,,7,1,1,6,1,,,,1,3
control,,0,0,,32,0,0,r,,,6,-1,0,8,0,,,,,,7,1,1,1,3
control,,8,,8,32,0,0,p,8,1,,,,,,6,-1,0,8,0,,,,1,3
control,,4,4,,32,0,0,r,,,6,1,1,8,1,,,,,,6,-1,0,1,3
control,,0,,0,32,0,0,p,8,0,,,,,,6,1,1,8,1,,,,1,3
control,,4,4,,32,0,0,r,,,6,2,1,8,0,,,,,,6,1,1,1,3
control,,0,,0,32,0,0,p,9,0,,,,,,6,2,1,8,0,,,,1,3
control,,,,,32,0,0,p,,,,,,9,0,,,,,,6,2,1,1,3
generous,,4,4,,32,0,1,r,,,6,1,1,,,,,,,,,,,1,3
generous,,9,,9,32,0,1,p,9,1,,,,,,6,1,1,,,,,,1,3
generous,,0,0,,32,0,1,r,,,6,-1,0,9,1,,,,,,6,1,1,1,3
generous,,8,,8,32,0,1,p,8,1,,,,,,6,-1,0,9,1,,,,1,3
generous,,,,,32,0,1,r,,,7,0,,8,1,,,,,,6,-1,0,1,3
generous,,4,4,,32,0,1,r,,,6,1,1,,,7,0,,8,1,,,,1,3
generous,,9,,9,32,0,1,p,9,1,,,,,,6,1,1,,,7,0,,1,3
generous,,5,5,,32,0,1,r,,,5,1,1,9,1,,,,,,6,1,1,1,3
generous,,8,,8,32,0,1,p,8,1,,,,,,5,1,1,9,1,,,,1,3
generous,,5,5,,32,0,1,r,,,5,1,1,8,1,,,,,,5,1,1,1,3
generous,,,,,32,0,1,p,,0,,,,,,5,1,1,8,1,,,,1,3
generous,,4,4,,32,0,1,r,,,6,1,1,,0,,,,,,5,1,1,1,3
generous,,0,,0,32,0,1,p,9,0,,,,,,6,1,1,,0,,,,1,3
generous,,5,5,,32,0,1,r,,,5,1,1,9,0,,,,,,6,1,1,1,3
generous,,8,,8,32,0,1,p,8,1,,,,,,5,1,1,9,0,,,,1,3
generous,,0,0,,32,0,1,r,,,6,-1,0,8,1,,,,,,5,1,1,1,3
generous,,,,,32,0,1,p,,0,,,,,,6,-1,0,8,1,,,,1,3
generous,,4,4,,32,0,1,r,,,6,1,1,,0,,,,,,6,-1,0,1,3
generous,,6,,6,32,0,1,p,6,1,,,,,,6,1,1,,0,,,,1,3
generous,,8,,8,32,0,1,p,8,1,,,,6,1,,,,,,6,1,1,1,3
generous,,5,5,,32,0,1,r,,,5,1,1,8,1,,,,6,1,,,,1,3
generous,,8,,8,32,0,1,p,8,1,,,,,,5,1,1,8,1,,,,1,3
generous,,,,,32,0,1,r,,,6,,,8,1,,,,,,5,1,1,1,3
generous,,,,,32,0,1,p,,0,,,,,,6,,,8,1,,,,1,3
generous,,,,,32,0,1,r,,,5,,,,0,,,,,,6,,,1,3
generous,,,,,32,0,1,p,,0,,,,,,5,,,,0,,,,1,3
generous,,,,,32,0,1,r,,,5,,,,0,,,,,,5,,,1,3
generous,,,,,32,0,1,p,,0,,,,,,5,,,,0,,,,1,3
generous,,,,,32,0,1,p,,,,,,,0,,,,,,5,,,1,3
reciprocity,,5,5,,32,0,2,r,,,5,1,1,,,,,,,,,,,1,3
reciprocity,,8,,8,32,0,2,p,8,1,,,,,,5,1,1,,,,,,1,3
reciprocity,,2,2,,32,0,2,r,,,8,1,1,8,1,,,,,,5,1,1,1,3
reciprocity,,0,,0,32,0,2,p,9,0,,,,,,8,1,1,8,1,,,,1,3
reciprocity,,0,0,,32,0,2,r,,,9,-1,0,9,0,,,,,,8,1,1,1,3
reciprocity,,0,0,,32,0,2,r,,,9,-1,0,,,9,-1,0,9,0,,,,1,3
reciprocity,,8,,8,32,0,2,p,8,1,,,,,,9,-1,0,,,9,-1,0,1,3
reciprocity,,2,2,,32,0,2,r,,,8,1,1,8,1,,,,,,9,-1,0,1,3
reciprocity,,8,,8,32,0,2,p,8,1,,,,,,8,1,1,8,1,,,,1,3
reciprocity,,2,2,,32,0,2,r,,,8,1,1,8,1,,,,,,8,1,1,1,3
reciprocity,,8,,8,32,0,2,p,8,1,,,,,,8,1,1,8,1,,,,1,3
reciprocity,,0,0,,32,0,2,r,,,8,-1,0,8,1,,,,,,8,1,1,1,3
reciprocity,,5,,5,32,0,2,p,5,1,,,,,,8,-1,0,8,1,,,,1,3
reciprocity,,5,5,,32,0,2,r,,,5,1,1,5,1,,,,,,8,-1,0,1,3
reciprocity,,0,,0,32,0,2,p,8,0,,,,,,5,1,1,5,1,,,,1,3
reciprocity,,0,0,,32,0,2,r,,,8,-1,0,8,0,,,,,,5,1,1,1,3
reciprocity,,7,,7,32,0,2,p,7,1,,,,,,8,-1,0,8,0,,,,1,3
reciprocity,,3,3,,32,0,2,r,,,7,1,1,7,1,,,,,,8,-1,0,1,3
reciprocity,,0,,0,32,0,2,p,9,0,,,,,,7,1,1,7,1,,,,1,3
reciprocity,,0,,0,32,0,2,p,8,0,,,,9,0,,,,,,7,1,1,1,3
reciprocity,,0,0,,32,0,2,r,,,8,-1,0,8,0,,,,9,0,,,,1,3
reciprocity,,0,,0,32,0,2,p,8,0,,,,,,8,-1,0,8,0,,,,1,3
reciprocity,,0,0,,32,0,2,r,,,8,-1,0,8,0,,,,,,8,-1,0,1,3
reciprocity,,0,,0,32,0,2,p,8,0,,,,,,8,-1,0,8,0,,,,1,3
reciprocity,,0,0,,32,0,2,r,,,8,-1,0,8,0,,,,,,8,-1,0,1,3
reciprocity,,7,,7,32,0,2,p,7,1,,,,,,8,-1,0,8,0,,,,1,3
reciprocity,,0,0,,32,0,2,r,,,7,-1,0,7,1,,,,,,8,-1,0,1,3
reciprocity,,0,,0,32,0,2,p,8,0,,,,,,7,-1,0,7,1,,,,1,3
reciprocity,10,,,,32,0,2,p,,,,,,8,0,,,,,,7,-1,0,1,3
anti_reciprocity,,0,0,,32,0,3,r,,,6,-1,0,,,,,,,,,,,1,3
anti_reciprocity,,,,,32,0,3,p,,0,,,,,,6,-1,0,,,,,,1,3
anti_reciprocity,,5,5,,32,0,3,r,,,5,1,1,,0,,,,,,6,-1,0,1,3
anti_reciprocity,,6,,6,32,0,3,p,6,1,,,,,,5,1,1,,0,,,,1,3
anti_reciprocity,,0,0,,32,0,3,r,,,8,-1,0,6,1,,,,,,5,1,1,1,3
anti_reciprocity,,0,0,,32,0,3,r,,,8,-1,0,,,8,-1,0,6,1,,,,1,3
anti_reciprocity,,8,,8,32,0,3,p,8,1,,,,,,8,-1,0,,,8,-1,0,1,3
anti_reciprocity,,4,4,,32,0,3,r,,,6,1,1,8,1,,,,,,8,-1,0,1,3
anti_reciprocity,,8,,8,32,0,3,p,8,1,,,,,,6,1,1,8,1,,,,1,3
anti_reciprocity,,0,0,,32,0,3,r,,,6,-1,0,8,1,,,,,,6,1,1,1,3
anti_reciprocity,,7,,7,32,0,3,p,7,1,,,,,,6,-1,0,8,1,,,,1,3
anti_reciprocity,,2,2,,32,0,3,r,,,8,1,1,7,1,,,,,,6,-1,0,1,3
anti_reciprocity,,8,,8,32,0,3,p,8,1,,,,,,8,1,1,7,1,,,,1,3
anti_reciprocity,,,,,32,0,3,r,,,6,,,8,1,,,,,,8,1,1,1,3
anti_reciprocity,,7,,7,32,0,3,p,7,1,,,,,,6,,,8,1,,,,1,3
anti_reciprocity,,4,4,,32,0,3,r,,,6,1,1,7,1,,,,,,6,,,1,3
anti_reciprocity,,8,,8,32,0,3,p,8,1,,,,,,6,1,1,7,1,,,,1,3
anti_reciprocity,,4,4,,32,0,3,r,,,6,1,1,8,1,,,,,,6,1,1,1,3
anti_reciprocity,,7,,7,32,0,3,p,7,1,,,,,,6,1,1,8,1,,,,1,3
anti_reciprocity,,0,,0,32,0,3,p,6,0,,,,7,1,,,,,,6,1,1,1,3
anti_reciprocity,,0,0,,32,0,3,r,,,8,-1,0,6,0,,,,7,1,,,,1,3
anti_reciprocity,,8,,8,32,0,3,p,8,1,,,,,,8,-1,0,6,0,,,,1,3
anti_reciprocity,,4,4,,32,0,3,r,,,6,1,1,8,1,,,,,,8,-1,0,1,3
anti_reciprocity,,7,,7,32,0,3,p,7,1,,,,,,6,1,1,8,1,,,,1,3
anti_reciprocity,,4,4,,32,0,3,r,,,6,1,1,7,1,,,,,,6,1,1,1,3
anti_reciprocity,,8,,8,32,0,3,p,8,1,,,,,,6,1,1,7,1,,,,1,3
anti_reciprocity,,4,4,,32,0,3,r,,,6,1,1,8,1,,,,,,6,1,1,1,3
anti_reciprocity,,7,,7,32,0,3,p,7,1,,,,,,6,1,1,8,1,,,,1,3
anti_reciprocity,5,,,,32,0,3,p,,,,,,7,1,,,,,,6,1,1,1,3
selfish,,0,0,,32,0,4,r,,,6,-1,0,,,,,,,,,,,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,6,-1,0,,,,,,1,3
selfish,,0,0,,32,0,4,r,,,7,-1,0,8,0,,,,,,6,-1,0,1,3
selfish,,7,,7,32,0,4,p,7,1,,,,,,7,-1,0,8,0,,,,1,3
selfish,,0,0,,32,0,4,r,,,9,-1,0,7,1,,,,,,7,-1,0,1,3
selfish,,0,0,,32,0,4,r,,,9,-1,0,,,9,-1,0,7,1,,,,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,9,-1,0,,,9,-1,0,1,3
selfish,,0,0,,32,0,4,r,,,7,-1,0,8,0,,,,,,9,-1,0,1,3
selfish,,6,,6,32,0,4,p,6,1,,,,,,7,-1,0,8,0,,,,1,3
selfish,,3,3,,32,0,4,r,,,7,1,1,6,1,,,,,,7,-1,0,1,3
selfish,,9,,9,32,0,4,p,9,1,,,,,,7,1,1,6,1,,,,1,3
selfish,,0,0,,32,0,4,r,,,9,-1,0,9,1,,,,,,7,1,1,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,9,-1,0,9,1,,,,1,3
selfish,,2,2,,32,0,4,r,,,8,1,1,8,0,,,,,,9,-1,0,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,8,1,1,8,0,,,,1,3
selfish,,0,0,,32,0,4,r,,,9,-1,0,8,0,,,,,,8,1,1,1,3
