condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale
selfish,,0,,0,32,0,4,p,8,0,,,,,,9,-1,0,8,0,,,,1,3
selfish,,3,3,,32,0,4,r,,,7,1,1,8,0,,,,,,9,-1,0,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,7,1,1,8,0,,,,1,3
selfish,,6,,6,32,0,4,p,6,1,,,,8,0,,,,,,7,1,1,1,3
selfish,,3,3,,32,0,4,r,,,7,1,1,6,1,,,,8,0,,,,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,7,1,1,6,1,,,,1,3
selfish,,1,1,,32,0,4,r,,,9,1,1,8,0,,,,,,7,1,1,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,9,1,1,8,0,,,,1,3
selfish,,2,2,,32,0,4,r,,,8,1,1,8,0,,,,,,9,1,1,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,8,1,1,8,0,,,,1,3
selfish,,0,0,,32,0,4,r,,,9,-1,0,8,0,,,,,,8,1,1,1,3
selfish,,0,,0,32,0,4,p,8,0,,,,,,9,-1,0,8,0,,,,1,3
selfish,5,,,,32,0,4,p,,,,,,8,0,,,,,,9,-1,0,1,3
control,,,,,33,0,0,r,,,7,,,,,,,,,,,,,0,2
control,,,,,33,0,0,p,,0,,,,,,7,,,,,,,,0,2
control,,4,4,,33,0,0,r,,,6,1,1,,0,,,,,,7,,,0,2
control,,0,,0,33,0,0,p,8,0,,,,,,6,1,1,,0,,,,0,2
control,,4,4,,33,0,0,r,,,6,1,1,8,0,,,,,,6,1,1,0,2
control,,3,3,,33,0,0,r,,,7,1,1,,,6,1,1,8,0,,,,0,2
control,,,,,33,0,0,p,,0,,,,,,7,1,1,,,6,1,1,0,2
control,,4,4,,33,0,0,r,,,6,1,1,,0,,,,,,7,1,1,0,2
control,,7,,7,33,0,0,p,7,1,,,,,,6,1,1,,0,,,,0,2
control,,2,2,,33,0,0,r,,,8,1,1,7,1,,,,,,6,1,1,0,2
control,,6,,6,33,0,0,p,6,1,,,,,,8,1,1,7,1,,,,0,2
control,,4,4,,33,0,0,r,,,6,1,1,6,1,,,,,,8,1,1,0,2
control,,7,,7,33,0,0,p,7,1,,,,,,6,1,1,6,1,,,,0,2
control,,0,0,,33,0,0,r,,,9,-1,0,7,1,,,,,,6,1,1,0,2
control,,0,,0,33,0,0,p,8,0,,,,,,9,-1,0,7,1,,,,0,2
control,,5,5,,33,0,0,r,,,5,1,1,8,0,,,,,,9,-1,0,0,2
control,,6,,6,33,0,0,p,6,1,,,,,,5,1,1,8,0,,,,0,2
control,,0,0,,33,0,0,r,,,9,-1,0,6,1,,,,,,5,1,1,0,2
control,,,,,33,0,0,p,,0,,,,,,9,-1,0,6,1,,,,0,2
control,,8,,8,33,0,0,p,8,1,,,,,0,,,,,,9,-1,0,0,2
control,,4,4,,33,0,0,r,,,6,1,1,8,1,,,,,0,,,,0,2
control,,0,,0,33,0,0,p,8,0,,,,,,6,1,1,8,1,,,,0,2
control,,4,4,,33,0,0,r,,,6,1,1,8,0,,,,,,6,1,1,0,2
control,,6,,6,33,0,0,p,6,1,,,,,,6,1,1,8,0,,,,0,2
control,,3,3,,33,0,0,r,,,7,1,1,6,1,,,,,,6,1,1,0,2
control,,6,,6,33,0,0,p,6,1,,,,,,7,1,1,6,1,,,,0,2
control,,2,2,,33,0,0,r,,,8,1,1,6,1,,,,,,7,1,1,0,2
control,,6,,6,33,0,0,p,6,1,,,,,,8,1,1,6,1,,,,0,2
control,5,,,,33,0,0,p,,,,,,6,1,,,,,,8,1,1,0,2
anti_reciprocity,,,,,33,0,1,r,,,7,0,,,,,,,,,,,,0,2
anti_reciprocity,,8,,8,33,0,1,p,8,1,,,,,,7,0,,,,,,,0,2
anti_reciprocity,,4,4,,33,0,1,r,,,6,2,1,8,1,,,,,,7,0,,0,2
anti_reciprocity,,9,,9,33,0,1,p,9,1,,,,,,6,2,1,8,1,,,,0,2
anti_reciprocity,,5,5,,33,0,1,r,,,5,2,1,9,1,,,,,,6,2,1,0,2
anti_reciprocity,,5,5,,33,0,1,r,,,5,1,1,,,5,2,1,9,1,,,,0,2
anti_reciprocity,,0,,0,33,0,1,p,6,0,,,,,,5,1,1,,,5,2,1,0,2
anti_reciprocity,,2,2,,33,0,1,r,,,8,1,1,6,0,,,,,,5,1,1,0,2
anti_reciprocity,,0,,0,33,0,1,p,5,0,,,,,,8,1,1,6,0,,,,0,2
anti_reciprocity,,0,0,,33,0,1,r,,,9,-1,0,5,0,,,,,,8,1,1,0,2
anti_reciprocity,,7,,7,33,0,1,p,7,1,,,,,,9,-1,0,5,0,,,,0,2
anti_reciprocity,,2,2,,33,0,1,r,,,8,1,1,7,1,,,,,,9,-1,0,0,2
anti_reciprocity,,7,,7,33,0,1,p,7,1,,,,,,8,1,1,7,1,,,,0,2
anti_reciprocity,,4,4,,33,0,1,r,,,6,1,1,7,1,,,,,,8,1,1,0,2
anti_reciprocity,,7,,7,33,0,1,p,7,1,,,,,,6,1,1,7,1,,,,0,2
anti_reciprocity,,2,2,,33,0,1,r,,,8,1,1,7,1,,,,,,6,1,1,0,2
anti_reciprocity,,7,,7,33,0,1,p,7,1,,,,,,8,1,1,7,1,,,,0,2
anti_reciprocity,,4,4,,33,0,1,r,,,6,1,1,7,1,,,,,,8,1,1,0,2
anti_reciprocity,,7,,7,33,0,1,p,7,1,,,,,,6,1,1,7,1,,,,0,2
anti_reciprocity,,7,,7,33,0,1,p,7,1,,,,7,1,,,,,,6,1,1,0,2
anti_reciprocity,,4,4,,33,0,1,r,,,6,1,1,7,1,,,,7,1,,,,0,2
anti_reciprocity,,8,,8,33,0,1,p,8,1,,,,,,6,1,1,7,1,,,,0,2
anti_reciprocity,,4,4,,33,0,1,r,,,6,1,1,8,1,,,,,,6,1,1,0,2
anti_reciprocity,,7,,7,33,0,1,p,7,1,,,,,,6,1,1,8,1,,,,0,2
anti_reciprocity,,4,4,,33,0,1,r,,,6,1,1,7,1,,,,,,6,1,1,0,2
anti_reciprocity,,0,,0,33,0,1,p,5,0,,,,,,6,1,1,7,1,,,,0,2
anti_reciprocity,,,,,33,0,1,r,,,9,0,,5,0,,,,,,6,1,1,0,2
anti_reciprocity,,0,,0,33,0,1,p,6,0,,,,,,9,0,,5,0,,,,0,2
anti_reciprocity,10,,,,33,0,1,p,,,,,,6,0,,,,,,9,0,,0,2
generous,,5,5,,33,0,2,r,,,5,1,1,,,,,,,,,,,0,2
generous,,7,,7,33,0,2,p,7,1,,,,,,5,1,1,,,,,,0,2
generous,,,,,33,0,2,r,,,6,0,,7,1,,,,,,5,1,1,0,2
generous,,6,,6,33,0,2,p,6,1,,,,,,6,0,,7,1,,,,0,2
generous,,3,3,,33,0,2,r,,,7,1,1,6,1,,,,,,6,0,,0,2
generous,,,,,33,0,2,r,,,5,0,,,,7,1,1,6,1,,,,0,2
generous,,6,,6,33,0,2,p,6,1,,,,,,5,0,,,,7,1,1,0,2
generous,,2,2,,33,0,2,r,,,8,1,1,6,1,,,,,,5,0,,0,2
generous,,7,,7,33,0,2,p,7,1,,,,,,8,1,1,6,1,,,,0,2
generous,,5,5,,33,0,2,r,,,5,1,1,7,1,,,,,,8,1,1,0,2
generous,,7,,7,33,0,2,p,7,1,,,,,,5,1,1,7,1,,,,0,2
generous,,3,3,,33,0,2,r,,,7,1,1,7,1,,,,,,5,1,1,0,2
generous,,8,,8,33,0,2,p,8,1,,,,,,7,1,1,7,1,,,,0,2
generous,,5,5,,33,0,2,r,,,5,1,1,8,1,,,,,,7,1,1,0,2
generous,,,,,33,0,2,p,,0,,,,,,5,1,1,8,1,,,,0,2
generous,,,,,33,0,2,r,,,5,0,,,0,,,,,,5,1,1,0,2
generous,,9,,9,33,0,2,p,9,1,,,,,,5,0,,,0,,,,0,2
generous,,5,5,,33,0,2,r,,,5,1,1,9,1,,,,,,5,0,,0,2
generous,,5,,5,33,0,2,p,5,1,,,,,,5,1,1,9,1,,,,0,2
generous,,6,,6,33,0,2,p,6,1,,,,5,1,,,,,,5,1,1,0,2
generous,,5,5,,33,0,2,r,,,5,1,1,6,1,,,,5,1,,,,0,2
generous,,7,,7,33,0,2,p,7,1,,,,,,5,1,1,6,1,,,,0,2
generous,,4,4,,33,0,2,r,,,6,1,1,7,1,,,,,,5,1,1,0,2
generous,,8,,8,33,0,2,p,8,1,,,,,,6,1,1,7,1,,,,0,2
generous,,3,3,,33,0,2,r,,,7,1,1,8,1,,,,,,6,1,1,0,2
generous,,0,,0,33,0,2,p,9,0,,,,,,7,1,1,8,1,,,,0,2
generous,,5,5,,33,0,2,r,,,5,1,1,9,0,,,,,,7,1,1,0,2
generous,,7,,7,33,0,2,p,7,1,,,,,,5,1,1,9,0,,,,0,2
generous,5,,,,33,0,2,p,,,,,,7,1,,,,,,5,1,1,0,2
selfish,,2,2,,33,0,3,r,,,8,1,1,,,,,,,,,,,0,2
selfish,,9,,9,33,0,3,p,9,1,,,,,,8,1,1,,,,,,0,2
selfish,,3,3,,33,0,3,r,,,7,2,1,9,1,,,,,,8,1,1,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,7,2,1,9,1,,,,0,2
selfish,,2,2,,33,0,3,r,,,8,1,1,7,0,,,,,,7,2,1,0,2
selfish,,3,3,,33,0,3,r,,,7,1,1,,,8,1,1,7,0,,,,0,2
selfish,,9,,9,33,0,3,p,9,1,,,,,,7,1,1,,,8,1,1,0,2
selfish,,5,5,,33,0,3,r,,,5,1,1,9,1,,,,,,7,1,1,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,5,1,1,9,1,,,,0,2
selfish,,1,1,,33,0,3,r,,,9,1,1,7,0,,,,,,5,1,1,0,2
selfish,,9,,9,33,0,3,p,9,1,,,,,,9,1,1,7,0,,,,0,2
selfish,,5,5,,33,0,3,r,,,5,1,1,9,1,,,,,,9,1,1,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,5,1,1,9,1,,,,0,2
selfish,,2,2,,33,0,3,r,,,8,1,1,7,0,,,,,,5,1,1,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,8,1,1,7,0,,,,0,2
selfish,,2,2,,33,0,3,r,,,8,1,1,7,0,,,,,,8,1,1,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,8,1,1,7,0,,,,0,2
selfish,,2,2,,33,0,3,r,,,8,1,1,7,0,,,,,,8,1,1,0,2
selfish,,9,,9,33,0,3,p,9,1,,,,,,8,1,1,7,0,,,,0,2
selfish,,9,,9,33,0,3,p,9,1,,,,9,1,,,,,,8,1,1,0,2
selfish,,2,2,,33,0,3,r,,,8,1,1,9,1,,,,9,1,,,,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,8,1,1,9,1,,,,0,2
selfish,,3,3,,33,0,3,r,,,7,1,1,7,0,,,,,,8,1,1,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,7,1,1,7,0,,,,0,2
selfish,,2,2,,33,0,3,r,,,8,1,1,7,0,,,,,,7,1,1,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,8,1,1,7,0,,,,0,2
selfish,,2,2,,33,0,3,r,,,8,1,1,7,0,,,,,,8,1,1,0,2
selfish,,0,,0,33,0,3,p,7,0,,,,,,8,1,1,7,0,,,,0,2
selfish,10,,,,33,0,3,p,,,,,,7,0,,,,,,8,1,1,0,2
reciprocity,,5,5,,33,0,4,r,,,5,1,1,,,,,,,,,,,0,2
reciprocity,,7,,7,33,0,4,p,7,1,,,,,,5,1,1,,,,,,0,2
reciprocity,,3,3,,33,0,4,r,,,7,1,1,7,1,,,,,,5,1,1,0,2
reciprocity,,6,,6,33,0,4,p,6,1,,,,,,7,1,1,7,1,,,,0,2
reciprocity,,4,4,,33,0,4,r,,,6,1,1,6,1,,,,,,7,1,1,0,2
reciprocity,,4,4,,33,0,4,r,,,6,2,1,,,6,1,1,6,1,,,,0,2
reciprocity,,0,,0,33,0,4,p,9,0,,,,,,6,2,1,,,6,1,1,0,2
reciprocity,,1,1,,33,0,4,r,,,9,1,1,9,0,,,,,,6,2,1,0,2
reciprocity,,7,,7,33,0,4,p,7,1,,,,,,9,1,1,9,0,,,,0,2
reciprocity,,3,3,,33,0,4,r,,,7,1,1,7,1,,,,,,9,1,1,0,2
reciprocity,,9,,9,33,0,4,p,9,1,,,,,,7,1,1,7,1,,,,0,2
reciprocity,,1,1,,33,0,4,r,,,9,1,1,9,1,,,,,,7,1,1,0,2
reciprocity,,6,,6,33,0,4,p,6,1,,,,,,9,1,1,9,1,,,,0,2
reciprocity,,4,4,,33,0,4,r,,,6,1,1,6,1,,,,,,9,1,1,0,2
reciprocity,,9,,9,33,0,4,p,9,1,,,,,,6,1,1,6,1,,,,0,2
reciprocity,,1,1,,33,0,4,r,,,9,2,1,9,1,,,,,,6,1,1,0,2
reciprocity,,9,,9,33,0,4,p,9,1,,,,,,9,2,1,9,1,,,,0,2
reciprocity,,1,1,,33,0,4,r,,,9,1,1,9,1,,,,,,9,2,1,0,2
reciprocity,,8,,8,33,0,4,p,8,1,,,,,,9,1,1,9,1,,,,0,2
reciprocity,,9,,9,33,0,4,p,9,1,,,,8,1,,,,,,9,1,1,0,2
reciprocity,,,,,33,0,4,r,,,9,,,9,1,,,,8,1,,,,0,2
reciprocity,,9,,9,33,0,4,p,9,1,,,,,,9,,,9,1,,,,0,2
reciprocity,,1,1,,33,0,4,r,,,9,2,1,9,1,,,,,,9,,,0,2
reciprocity,,9,,9,33,0,4,p,9,1,,,,,,9,2,1,9,1,,,,0,2
reciprocity,,1,1,,33,0,4,r,,,9,2,1,9,1,,,,,,9,2,1,0,2
reciprocity,,,,,33,0,4,p,,0,,,,,,9,2,1,9,1,,,,0,2
reciprocity,,3,3,,33,0,4,r,,,7,1,1,,0,,,,,,9,2,1,0,2
reciprocity,,8,,8,33,0,4,p,8,1,,,,,,7,1,1,,0,,,,0,2
reciprocity,5,,,,33,0,4,p,,,,,,8,1,,,,,,7,1,1,0,2
control,,,,,34,0,0,r,,,5,,,,,,,,,,,,,1,5
control,,0,,0,34,0,0,p,7,0,,,,,,5,,,,,,,,1,5
control,,4,4,,34,0,0,r,,,6,1,1,7,0,,,,,,5,,,1,5
control,,6,,6,34,0,0,p,6,1,,,,,,6,1,1,7,0,,,,1,5
control,,,,,34,0,0,r,,,7,0,,6,1,,,,,,6,1,1,1,5
control,,3,3,,34,0,0,r,,,7,1,1,,,7,0,,6,1,,,,1,5
control,,7,,7,34,0,0,p,7,1,,,,,,7,1,1,,,7,0,,1,5
control,,0,0,,34,0,0,r,,,9,-2,0,7,1,,,,,,7,1,1,1,5
control,,0,,0,34,0,0,p,8,0,,,,,,9,-2,0,7,1,,,,1,5
control,,4,4,,34,0,0,r,,,6,1,1,8,0,,,,,,9,-2,0,1,5
control,,7,,7,34,0,0,p,7,1,,,,,,6,1,1,8,0,,,,1,5
control,,3,3,,34,0,0,r,,,7,1,1,7,1,,,,,,6,1,1,1,5
control,,6,,6,34,0,0,p,6,1,,,,,,7,1,1,7,1,,,,1,5
control,,4,4,,34,0,0,r,,,6,1,1,6,1,,,,,,7,1,1,1,5
control,,0,,0,34,0,0,p,8,0,,,,,,6,1,1,6,1,,,,1,5
control,,4,4,,34,0,0,r,,,6,2,1,8,0,,,,,,6,1,1,1,5
control,,0,,0,34,0,0,p,9,0,,,,,,6,2,1,8,0,,,,1,5
control,,4,4,,34,0,0,r,,,6,1,1,9,0,,,,,,6,2,1,1,5
control,,7,,7,34,0,0,p,7,1,,,,,,6,1,1,9,0,,,,1,5
control,,,,,34,0,0,p,,0,,,,7,1,,,,,,6,1,1,1,5
control,,4,4,,34,0,0,r,,,6,1,1,,0,,,,7,1,,,,1,5
control,,7,,7,34,0,0,p,7,1,,,,,,6,1,1,,0,,,,1,5
control,,0,0,,34,0,0,r,,,9,-2,0,7,1,,,,,,6,1,1,1,5
control,,6,,6,34,0,0,p,6,1,,,,,,9,-2,0,7,1,,,,1,5
control,,4,4,,34,0,0,r,,,6,1,1,6,1,,,,,,9,-2,0,1,5
control,,7,,7,34,0,0,p,7,1,,,,,,6,1,1,6,1,,,,1,5
control,,0,0,,34,0,0,r,,,7,-1,0,7,1,,,,,,6,1,1,1,5
control,,6,,6,34,0,0,p,6,1,,,,,,7,-1,0,7,1,,,,1,5
control,,,,,34,0,0,p,,,,,,6,1,,,,,,7,-1,0,1,5
selfish,,4,4,,34,0,1,r,,,6,1,1,,,,,,,,,,,1,5
selfish,,7,,7,34,0,1,p,7,1,,,,,,6,1,1,,,,,,1,5
selfish,,0,0,,34,0,1,r,,,9,-2,0,7,1,,,,,,6,1,1,1,5
selfish,,0,,0,34,0,1,p,7,0,,,,,,9,-2,0,7,1,,,,1,5
selfish,,4,4,,34,0,1,r,,,6,1,1,7,0,,,,,,9,-2,0,1,5
selfish,,0,0,,34,0,1,r,,,8,-1,0,,,6,1,1,7,0,,,,1,5
selfish,,,,,34,0,1,p,,0,,,,,,8,-1,0,,,6,1,1,1,5
selfish,,0,0,,34,0,1,r,,,9,-2,0,,0,,,,,,8,-1,0,1,5
selfish,,0,,0,34,0,1,p,7,0,,,,,,9,-2,0,,0,,,,1,5
selfish,,0,0,,34,0,1,r,,,8,-1,0,7,0,,,,,,9,-2,0,1,5
selfish,,6,,6,34,0,1,p,6,1,,,,,,8,-1,0,7,0,,,,1,5
selfish,,0,0,,34,0,1,r,,,8,-1,0,6,1,,,,,,8,-1,0,1,5
selfish,,6,,6,34,0,1,p,6,1,,,,,,8,-1,0,6,1,,,,1,5
selfish,,0,0,,34,0,1,r,,,9,-2,0,6,1,,,,,,8,-1,0,1,5
selfish,,0,,0,34,0,1,p,8,0,,,,,,9,-2,0,6,1,,,,1,5
selfish,,4,4,,34,0,1,r,,,6,1,1,8,0,,,,,,9,-2,0,1,5
selfish,,0,,0,34,0,1,p,7,0,,,,,,6,1,1,8,0,,,,1,5
selfish,,0,0,,34,0,1,r,,,7,-1,0,7,0,,,,,,6,1,1,1,5
selfish,,0,,0,34,0,1,p,9,0,,,,,,7,-1,0,7,0,,,,1,5
selfish,,,,,34,0,1,p,,0,,,,9,0,,,,,,7,-1,0,1,5
selfish,,0,0,,34,0,1,r,,,7,-1,0,,0,,,,9,0,,,,1,5
selfish,,0,,0,34,0,1,p,6,0,,,,,,7,-1,0,,0,,,,1,5
selfish,,0,0,,34,0,1,r,,,9,-2,0,6,0,,,,,,7,-1,0,1,5
selfish,,0,,0,34,0,1,p,7,0,,,,,,9,-2,0,6,0,,,,1,5
selfish,,0,0,,34,0,1,r,,,7,-1,0,7,0,,,,,,9,-2,0,1,5
selfish,,6,,6,34,0,1,p,6,1,,,,,,7,-1,0,7,0,,,,1,5
selfish,,0,0,,34,0,1,r,,,6,-1,0,6,1,,,,,,7,-1,0,1,5
selfish,,0,,0,34,0,1,p,6,0,,,,,,6,-1,0,6,1,,,,1,5
selfish,,,,,34,0,1,p,,,,,,6,0,,,,,,6,-1,0,1,5
anti_reciprocity,,3,3,,34,0,2,r,,,7,1,1,,,,,,,,,,,1,5
anti_reciprocity,,0,,0,34,0,2,p,7,0,,,,,,7,1,1,,,,,,1,5
anti_reciprocity,,0,0,,34,0,2,r,,,8,-2,0,7,0,,,,,,7,1,1,1,5
anti_reciprocity,,,,,34,0,2,p,,0,,,,,,8,-2,0,7,0,,,,1,5
anti_reciprocity,,0,0,,34,0,2,r,,,7,-1,0,,0,,,,,,8,-2,0,1,5
anti_reciprocity,,0,0,,34,0,2,r,,,9,-2,0,,,7,-1,0,,0,,,,1,5
anti_reciprocity,,7,,7,34,0,2,p,7,1,,,,,,9,-2,0,,,7,-1,0,1,5
anti_reciprocity,,0,0,,34,0,2,r,,,8,-1,0,7,1,,,,,,9,-2,0,1,5
anti_reciprocity,,7,,7,34,0,2,p,7,1,,,,,,8,-1,0,7,1,,,,1,5
anti_reciprocity,,0,0,,34,0,2,r,,,8,-1,0,7,1,,,,,,8,-1,0,1,5
anti_reciprocity,,7,,7,34,0,2,p,7,1,,,,,,8,-1,0,7,1,,,,1,5
anti_reciprocity,,4,4,,34,0,2,r,,,6,1,1,7,1,,,,,,8,-1,0,1,5
anti_reciprocity,,0,,0,34,0,2,p,6,0,,,,,,6,1,1,7,1,,,,1,5
anti_reciprocity,,0,0,,34,0,2,r,,,8,-1,0,6,0,,,,,,6,1,1,1,5
anti_reciprocity,,7,,7,34,0,2,p,7,1,,,,,,8,-1,0,6,0,,,,1,5
anti_reciprocity,,0,0,,34,0,2,r,,,8,-1,0,7,1,,,,,,8,-1,0,1,5
anti_reciprocity,,7,,7,34,0,2,p,7,1,,,,,,8,-1,0,7,1,,,,1,5
anti_reciprocity,,4,4,,34,0,2,r,,,6,1,1,7,1,,,,,,8,-1,0,1,5
anti_reciprocity,,8,,8,34,0,2,p,8,1,,,,,,6,1,1,7,1,,,,1,5
anti_reciprocity,,7,,7,34,0,2,p,7,1,,,,8,1,,,,,,6,1,1,1,5
anti_reciprocity,,0,0,,34,0,2,r,,,8,-1,0,7,1,,,,8,1,,,,1,5
anti_reciprocity,,8,,8,34,0,2,p,8,1,,,,,,8,-1,0,7,1,,,,1,5
anti_reciprocity,,4,4,,34,0,2,r,,,6,1,1,8,1,,,,,,8,-1,0,1,5
anti_reciprocity,,7,,7,34,0,2,p,7,1,,,,,,6,1,1,8,1,,,,1,5
anti_reciprocity,,4,4,,34,0,2,r,,,6,2,1,7,1,,,,,,6,1,1,1,5
anti_reciprocity,,8,,8,34,0,2,p,8,1,,,,,,6,2,1,7,1,,,,1,5
anti_reciprocity,,4,4,,34,0,2,r,,,6,1,1,8,1,,,,,,6,2,1,1,5
anti_reciprocity,,7,,7,34,0,2,p,7,1,,,,,,6,1,1,8,1,,,,1,5
anti_reciprocity,10,,,,34,0,2,p,,,,,,7,1,,,,,,6,1,1,1,5
reciprocity,,5,5,,34,0,3,r,,,5,2,1,,,,,,,,,,,1,5
reciprocity,,7,,7,34,0,3,p,7,1,,,,,,5,2,1,,,,,,1,5
reciprocity,,3,3,,34,0,3,r,,,7,1,1,7,1,,,,,,5,2,1,1,5
reciprocity,,0,,0,34,0,3,p,8,0,,,,,,7,1,1,7,1,,,,1,5
reciprocity,,0,0,,34,0,3,r,,,8,-1,0,8,0,,,,,,7,1,1,1,5
reciprocity,,0,0,,34,0,3,r,,,8,-1,0,,,8,-1,0,8,0,,,,1,5
reciprocity,,7,,7,34,0,3,p,7,1,,,,,,8,-1,0,,,8,-1,0,1,5
reciprocity,,3,3,,34,0,3,r,,,7,1,1,7,1,,,,,,8,-1,0,1,5
reciprocity,,7,,7,34,0,3,p,7,1,,,,,,7,1,1,7,1,,,,1,5
reciprocity,,0,0,,34,0,3,r,,,7,-1,0,7,1,,,,,,7,1,1,1,5
reciprocity,,0,,0,34,0,3,p,7,0,,,,,,7,-1,0,7,1,,,,1,5
reciprocity,,3,3,,34,0,3,r,,,7,1,1,7,0,,,,,,7,-1,0,1,5
reciprocity,,,,,34,0,3,p,,0,,,,,,7,1,1,7,0,,,,1,5
reciprocity,,4,4,,34,0,3,r,,,6,1,1,,0,,,,,,7,1,1,1,5
reciprocity,,7,,7,34,0,3,p,7,1,,,,,,6,1,1,,0,,,,1,5
reciprocity,,0,0,,34,0,3,r,,,7,-1,0,7,1,,,,,,6,1,1,1,5
reciprocity,,0,,0,34,0,3,p,7,0,,,,,,7,-1,0,7,1,,,,1,5
reciprocity,,0,0,,34,0,3,r,,,7,-1,0,7,0,,,,,,7,-1,0,1,5
reciprocity,,6,,6,34,0,3,p,6,1,,,,,,7,-1,0,7,0,,,,1,5
reciprocity,,0,,0,34,0,3,p,7,0,,,,6,1,,,,,,7,-1,0,1,5
reciprocity,,0,0,,34,0,3,r,,,7,-1,0,7,0,,,,6,1,,,,1,5
reciprocity,,0,,0,34,0,3,p,7,0,,,,,,7,-1,0,7,0,,,,1,5
reciprocity,,0,0,,34,0,3,r,,,7,-1,0,7,0,,,,,,7,-1,0,1,5
reciprocity,,6,,6,34,0,3,p,6,1,,,,,,7,-1,0,7,0,,,,1,5
reciprocity,,4,4,,34,0,3,r,,,6,1,1,6,1,,,,,,7,-1,0,1,5
reciprocity,,0,,0,34,0,3,p,7,0,,,,,,6,1,1,6,1,,,,1,5
reciprocity,,0,0,,34,0,3,r,,,7,-1,0,7,0,,,,,,6,1,1,1,5
reciprocity,,6,,6,34,0,3,p,6,1,,,,,,7,-1,0,7,0,,,,1,5
reciprocity,10,,,,34,0,3,p,,,,,,6,1,,,,,,7,-1,0,1,5
generous,,3,3,,34,0,4,r,,,7,1,1,,,,,,,,,,,1,5
generous,,7,,7,34,0,4,p,7,1,,,,,,7,1,1,,,,,,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,7,1,,,,,,7,1,1,1,5
generous,,7,,7,34,0,4,p,7,1,,,,,,5,2,1,7,1,,,,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,7,1,,,,,,5,2,1,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,,,5,2,1,7,1,,,,1,5
generous,,7,,7,34,0,4,p,7,1,,,,,,5,2,1,,,5,2,1,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,7,1,,,,,,5,2,1,1,5
generous,,7,,7,34,0,4,p,7,1,,,,,,5,2,1,7,1,,,,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,7,1,,,,,,5,2,1,1,5
generous,,6,,6,34,0,4,p,6,1,,,,,,5,2,1,7,1,,,,1,5
generous,,4,4,,34,0,4,r,,,6,1,1,6,1,,,,,,5,2,1,1,5
generous,,6,,6,34,0,4,p,6,1,,,,,,6,1,1,6,1,,,,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,6,1,,,,,,6,1,1,1,5
generous,,6,,6,34,0,4,p,6,1,,,,,,5,2,1,6,1,,,,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,6,1,,,,,,5,2,1,1,5
generous,,6,,6,34,0,4,p,6,1,,,,,,5,2,1,6,1,,,,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,6,1,,,,,,5,2,1,1,5
generous,,6,,6,34,0,4,p,6,1,,,,,,5,2,1,6,1,,,,1,5
generous,,6,,6,34,0,4,p,6,1,,,,6,1,,,,,,5,2,1,1,5
generous,,4,4,,34,0,4,r,,,6,1,1,6,1,,,,6,1,,,,1,5
generous,,6,,6,34,0,4,p,6,1,,,,,,6,1,1,6,1,,,,1,5
generous,,5,5,,34,0,4,r,,,5,2,1,6,1,,,,,,6,1,1,1,5
generous,,7,,7,34,0,4,p,7,1,,,,,,5,2,1,6,1,,,,1,5
generous,,4,4,,34,0,4,r,,,6,1,1,7,1,,,,,,5,2,1,1,5
generous,,7,,7,34,0,4,p,7,1,,,,,,6,1,1,7,1,,,,1,5
generous,,4,4,,34,0,4,r,,,6,1,1,7,1,,,,,,6,1,1,1,5
generous,,7,,7,34,0,4,p,7,1,,,,,,6,1,1,7,1,,,,1,5
generous,5,,,,34,0,4,p,,,,,,7,1,,,,,,6,1,1,1,5
control,,,,,35,0,0,p,,0,,,,,,,,,,,,,,0,1
control,,1,1,,35,0,0,r,,,9,1,1,,0,,,,,,,,,0,1
control,,5,,5,35,0,0,p,5,1,,,,,,9,1,1,,0,,,,0,1
control,,5,5,,35,0,0,r,,,5,2,1,5,1,,,,,,9,1,1,0,1
control,,5,,5,35,0,0,p,5,1,,,,,,5,2,1,5,1,,,,0,1
