condition,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
replication,6,0,7,r,,,8.0,1.0,1.0,7.0,1.0,,,,,,7.0,-2.0,0.0,0,2,5.75,5.5,2.0
replication,6,0,7,p,7.0,1.0,,,,,,8.0,1.0,1.0,7.0,1.0,,,,0,2,5.75,6.0,
replication,6,0,7,p,6.0,1.0,,,,7.0,1.0,,,,,,8.0,1.0,1.0,0,2,6.0,6.0,
replication,6,0,7,p,5.0,1.0,,,,6.0,1.0,,,,7.0,1.0,,,,0,2,6.0,6.0,
replication,6,0,7,r,,,9.0,1.0,1.0,5.0,1.0,,,,6.0,1.0,,,,0,2,5.857142857142857,6.0,1.0
replication,6,0,7,r,,,5.0,-2.0,0.0,,,9.0,1.0,1.0,5.0,1.0,,,,0,2,5.857142857142857,6.5,5.0
replication,6,0,7,p,5.0,1.0,,,,,,5.0,-2.0,0.0,,,9.0,1.0,1.0,0,2,5.857142857142857,6.285714285714286,
replication,6,0,7,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,-2.0,0.0,0,2,5.75,6.285714285714286,5.0
replication,6,0,8,r,,,7.0,-1.0,0.0,,,,,,,,,,,0,2,,,3.0
replication,6,0,8,p,5.0,1.0,,,,,,7.0,-1.0,0.0,,,,,,0,2,,7.0,
replication,6,0,8,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,-1.0,0.0,0,2,5.0,7.0,5.0
replication,6,0,8,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,2,5.0,6.0,
replication,6,0,8,r,,,8.0,-1.0,0.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.5,6.0,2.0
replication,6,0,8,p,6.0,1.0,,,,,,8.0,-1.0,0.0,6.0,1.0,,,,0,2,5.5,6.666666666666667,
replication,6,0,8,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,8.0,-1.0,0.0,0,2,5.666666666666667,6.666666666666667,5.0
replication,6,0,8,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,5.666666666666667,6.25,
replication,6,0,8,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.75,6.25,3.0
replication,6,0,8,p,6.0,0.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,5.75,6.4,
replication,6,0,8,p,7.0,1.0,,,,6.0,0.0,,,,,,7.0,-1.0,0.0,0,2,5.8,6.4,
replication,6,0,8,p,8.0,1.0,,,,7.0,1.0,,,,6.0,0.0,,,,0,2,6.0,6.4,
replication,6,0,8,r,,,7.0,-1.0,0.0,8.0,1.0,,,,7.0,1.0,,,,0,2,6.285714285714286,6.4,3.0
replication,6,0,8,r,,,7.0,-1.0,0.0,,,7.0,-1.0,0.0,8.0,1.0,,,,0,2,6.285714285714286,6.5,3.0
replication,6,0,8,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,7.0,-1.0,0.0,0,2,6.285714285714286,6.571428571428571,
replication,6,0,8,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.25,6.571428571428571,3.0
replication,6,0,8,p,,,,,,,,7.0,1.0,1.0,6.0,1.0,,,,0,2,6.25,6.625,
replication,7,0,0,r,,,7.0,1.0,1.0,,,,,,,,,,,1,4,,,3.0
replication,7,0,0,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,,,,1,4,,7.0,
replication,7,0,0,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,4,5.0,7.0,2.0
replication,7,0,0,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,7.5,
replication,7,0,0,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,4,5.0,7.5,3.0
replication,7,0,0,r,,,8.0,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,7.333333333333333,2.0
replication,7,0,0,p,,0.0,,,,,,8.0,,,,,7.0,1.0,1.0,1,4,5.0,7.5,
replication,7,0,0,r,,,5.0,2.0,1.0,,0.0,,,,,,8.0,,,1,4,5.0,7.5,5.0
replication,7,0,0,p,5.0,1.0,,,,,,5.0,2.0,1.0,,0.0,,,,1,4,5.0,7.0,
replication,7,0,0,p,5.0,1.0,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.0,7.0,
replication,7,0,0,r,,,9.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,4,5.0,7.0,1.0
replication,7,0,0,p,5.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,7.333333333333333,
replication,7,0,0,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,9.0,1.0,1.0,1,4,5.0,7.333333333333333,1.0
replication,7,0,0,p,5.0,1.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,4,5.0,7.571428571428571,
replication,7,0,0,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,9.0,-2.0,0.0,1,4,5.0,7.571428571428571,2.0
replication,7,0,0,p,,0.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,7.625,
replication,7,0,1,r,,,6.0,2.0,1.0,,,,,,,,,,,1,4,,,4.0
replication,7,0,1,p,5.0,1.0,,,,,,6.0,2.0,1.0,,,,,,1,4,,6.0,
replication,7,0,1,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,6.0,2.0,1.0,1,4,5.0,6.0,2.0
replication,7,0,1,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,7.0,
replication,7,0,1,p,9.0,0.0,,,,5.0,1.0,,,,,,8.0,1.0,1.0,1,4,5.0,7.0,
replication,7,0,1,r,,,5.0,2.0,1.0,9.0,0.0,,,,5.0,1.0,,,,1,4,6.333333333333333,7.0,5.0
replication,7,0,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,9.0,0.0,,,,1,4,6.333333333333333,6.333333333333333,
replication,7,0,1,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.0,6.333333333333333,5.0
replication,7,0,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,6.0,6.0,
replication,7,0,1,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.8,6.0,4.0
replication,7,0,1,r,,,5.0,2.0,1.0,,,6.0,1.0,1.0,5.0,1.0,,,,1,4,5.8,6.0,5.0
replication,7,0,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,,,6.0,1.0,1.0,1,4,5.8,5.833333333333333,
replication,7,0,1,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.666666666666667,5.833333333333333,4.0
replication,7,0,1,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,4,5.666666666666667,5.857142857142857,
replication,7,0,1,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,4,5.571428571428571,5.857142857142857,3.0
replication,7,0,1,p,7.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,4,5.571428571428571,6.0,
replication,7,0,2,r,,,6.0,1.0,1.0,,,,,,,,,,,1,4,,,4.0
replication,7,0,2,p,6.0,1.0,,,,,,6.0,1.0,1.0,,,,,,1,4,,6.0,
replication,7,0,2,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.0,6.0,3.0
replication,7,0,2,p,7.0,0.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,1,4,6.0,6.5,
replication,7,0,2,r,,,5.0,2.0,1.0,7.0,0.0,,,,,,7.0,1.0,1.0,1,4,6.5,6.5,5.0
replication,7,0,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,7.0,0.0,,,,1,4,6.5,6.0,
replication,7,0,2,p,5.0,1.0,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.0,6.0,
replication,7,0,2,r,,,6.0,1.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,4,5.75,6.0,4.0
replication,7,0,2,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,4,5.75,6.0,
replication,7,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,4,5.6,6.0,5.0
replication,7,0,2,r,,,5.0,2.0,1.0,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.6,5.8,5.0
replication,7,0,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,,,5.0,2.0,1.0,1,4,5.6,5.666666666666667,
replication,7,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.5,5.666666666666667,5.0
replication,7,0,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.5,5.571428571428571,
replication,7,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.428571428571429,5.571428571428571,5.0
replication,7,0,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.428571428571429,5.5,
replication,7,0,3,r,,,7.0,1.0,1.0,,,,,,,,,,,1,4,,,3.0
replication,7,0,3,r,,,6.0,1.0,1.0,,,7.0,1.0,1.0,,,,,,1,4,,7.0,4.0
replication,7,0,3,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,7.0,1.0,1.0,1,4,,6.5,
replication,7,0,3,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,4,5.0,6.5,5.0
replication,7,0,3,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.0,6.0,
replication,7,0,3,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.0,6.0,3.0
replication,7,0,3,p,5.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,6.25,
replication,7,0,3,p,5.0,1.0,,,,5.0,1.0,,,,,,7.0,1.0,1.0,1,4,5.0,6.25,
replication,7,0,3,r,,,5.0,2.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,4,5.0,6.25,5.0
replication,7,0,3,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.0,6.0,
replication,7,0,3,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.0,6.0,2.0
replication,7,0,3,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,6.333333333333333,
replication,7,0,3,r,,,8.0,1.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,4,5.0,6.333333333333333,2.0
replication,7,0,3,p,5.0,1.0,,,,,,8.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,6.571428571428571,
replication,7,0,3,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,4,5.0,6.571428571428571,5.0
replication,7,0,3,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.0,6.375,
replication,7,0,4,r,,,8.0,1.0,1.0,,,,,,,,,,,1,4,,,2.0
replication,7,0,4,p,5.0,1.0,,,,,,8.0,1.0,1.0,,,,,,1,4,,8.0,
replication,7,0,4,r,,,9.0,-1.0,0.0,5.0,1.0,,,,,,8.0,1.0,1.0,1,4,5.0,8.0,1.0
replication,7,0,4,p,5.0,1.0,,,,,,9.0,-1.0,0.0,5.0,1.0,,,,1,4,5.0,8.5,
replication,7,0,4,r,,,8.0,0.0,,5.0,1.0,,,,,,9.0,-1.0,0.0,1,4,5.0,8.5,2.0
replication,7,0,4,r,,,7.0,1.0,1.0,,,8.0,0.0,,5.0,1.0,,,,1,4,5.0,8.333333333333334,3.0
replication,7,0,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,,,8.0,0.0,,1,4,5.0,8.0,
replication,7,0,4,r,,,9.0,-1.0,0.0,5.0,1.0,,,,,,7.0,1.0,1.0,1,4,5.0,8.0,1.0
replication,7,0,4,p,5.0,1.0,,,,,,9.0,-1.0,0.0,5.0,1.0,,,,1,4,5.0,8.2,
replication,7,0,4,p,5.0,1.0,,,,5.0,1.0,,,,,,9.0,-1.0,0.0,1,4,5.0,8.2,
replication,7,0,4,r,,,8.0,-2.0,0.0,5.0,1.0,,,,5.0,1.0,,,,1,4,5.0,8.2,2.0
replication,7,0,4,p,9.0,0.0,,,,,,8.0,-2.0,0.0,5.0,1.0,,,,1,4,5.0,8.166666666666666,
replication,7,0,4,r,,,5.0,2.0,1.0,9.0,0.0,,,,,,8.0,-2.0,0.0,1,4,5.666666666666667,8.166666666666666,5.0
replication,7,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,9.0,0.0,,,,1,4,5.666666666666667,7.714285714285714,
replication,7,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.714285714285714,7.714285714285714,5.0
replication,7,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,5.714285714285714,7.375,
replication,7,0,5,r,,,6.0,1.0,1.0,,,,,,,,,,,1,4,,,4.0
replication,7,0,5,p,6.0,1.0,,,,,,6.0,1.0,1.0,,,,,,1,4,,6.0,
replication,7,0,5,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.0,6.0,5.0
replication,7,0,5,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,6.0,5.5,
replication,7,0,5,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.0,5.5,5.0
replication,7,0,5,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,6.0,5.333333333333333,
replication,7,0,5,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.666666666666667,5.333333333333333,4.0
replication,7,0,5,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,4,5.666666666666667,5.5,
replication,7,0,5,r,,,7.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,4,5.5,5.5,3.0
replication,7,0,5,p,6.0,1.0,,,,,,7.0,1.0,1.0,5.0,1.0,,,,1,4,5.5,5.8,
replication,7,0,5,p,6.0,1.0,,,,6.0,1.0,,,,,,7.0,1.0,1.0,1,4,5.6,5.8,
replication,7,0,5,r,,,7.0,0.0,,6.0,1.0,,,,6.0,1.0,,,,1,4,5.666666666666667,5.8,3.0
replication,7,0,5,p,6.0,1.0,,,,,,7.0,0.0,,6.0,1.0,,,,1,4,5.666666666666667,6.0,
replication,7,0,5,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,7.0,0.0,,1,4,5.714285714285714,6.0,1.0
replication,7,0,5,r,,,7.0,-1.0,0.0,,,9.0,-2.0,0.0,6.0,1.0,,,,1,4,5.714285714285714,6.428571428571429,3.0
replication,7,0,5,p,5.0,1.0,,,,,,7.0,-1.0,0.0,,,9.0,-2.0,0.0,1,4,5.714285714285714,6.5,
replication,7,0,6,r,,,8.0,0.0,,,,,,,,,,,,1,4,,,2.0
replication,7,0,6,p,6.0,1.0,,,,,,8.0,0.0,,,,,,,1,4,,8.0,
replication,7,0,6,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,8.0,0.0,,1,4,6.0,8.0,4.0
replication,7,0,6,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,1,4,6.0,7.0,
replication,7,0,6,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,1,4,6.0,7.0,5.0
replication,7,0,6,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,4,6.0,6.333333333333333,
replication,7,0,6,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,4,6.0,6.333333333333333,4.0
replication,7,0,6,r,,,8.0,-1.0,0.0,,,6.0,1.0,1.0,6.0,1.0,,,,1,4,6.0,6.25,2.0
replication,7,0,6,p,8.0,1.0,,,,,,8.0,-1.0,0.0,,,6.0,1.0,1.0,1,4,6.0,6.6,
replication,7,0,6,p,7.0,1.0,,,,8.0,1.0,,,,,,8.0,-1.0,0.0,1,4,6.5,6.6,
replication,7,0,6,r,,,8.0,1.0,1.0,7.0,1.0,,,,8.0,1.0,,,,1,4,6.6,6.6,2.0
replication,7,0,6,p,7.0,0.0,,,,,,8.0,1.0,1.0,7.0,1.0,,,,1,4,6.6,6.833333333333333,
replication,7,0,6,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,8.0,1.0,1.0,1,4,6.666666666666667,6.833333333333333,3.0
replication,7,0,6,p,7.0,0.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,1,4,6.666666666666667,6.857142857142857,
replication,7,0,6,r,,,9.0,-2.0,0.0,7.0,0.0,,,,,,7.0,1.0,1.0,1,4,6.714285714285714,6.857142857142857,1.0
replication,7,0,6,p,5.0,1.0,,,,,,9.0,-2.0,0.0,7.0,0.0,,,,1,4,6.714285714285714,7.125,
replication,7,0,7,r,,,7.0,0.0,,,,,,,,,,,,1,4,,,3.0
replication,7,0,7,p,5.0,1.0,,,,,,7.0,0.0,,,,,,,1,4,,7.0,
replication,7,0,7,r,,,7.0,0.0,,5.0,1.0,,,,,,7.0,0.0,,1,4,5.0,7.0,3.0
replication,7,0,7,p,5.0,1.0,,,,,,7.0,0.0,,5.0,1.0,,,,1,4,5.0,7.0,
replication,7,0,7,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,7.0,0.0,,1,4,5.0,7.0,4.0
replication,7,0,7,p,6.0,0.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,6.666666666666667,
replication,7,0,7,r,,,5.0,2.0,1.0,6.0,0.0,,,,,,6.0,1.0,1.0,1,4,5.333333333333333,6.666666666666667,5.0
replication,7,0,7,p,7.0,1.0,,,,,,5.0,2.0,1.0,6.0,0.0,,,,1,4,5.333333333333333,6.25,
replication,7,0,7,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.75,6.25,5.0
replication,7,0,7,p,5.0,1.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,1,4,5.75,6.0,
replication,7,0,7,p,7.0,0.0,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.6,6.0,
replication,7,0,7,p,5.0,1.0,,,,7.0,0.0,,,,5.0,1.0,,,,1,4,5.833333333333333,6.0,
replication,7,0,7,r,,,5.0,2.0,1.0,5.0,1.0,,,,7.0,0.0,,,,1,4,5.714285714285714,6.0,5.0
replication,7,0,7,r,,,7.0,0.0,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.714285714285714,5.833333333333333,3.0
replication,7,0,7,p,5.0,1.0,,,,,,7.0,0.0,,,,5.0,2.0,1.0,1,4,5.714285714285714,6.0,
replication,7,0,7,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,0.0,,1,4,5.625,6.0,5.0
replication,7,0,8,r,,,6.0,1.0,1.0,,,,,,,,,,,1,4,,,4.0
replication,7,0,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,,,,1,4,,6.0,
replication,7,0,8,r,,,8.0,-1.0,0.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,4,5.0,6.0,2.0
replication,7,0,8,p,5.0,1.0,,,,,,8.0,-1.0,0.0,5.0,1.0,,,,1,4,5.0,7.0,
replication,7,0,8,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,8.0,-1.0,0.0,1,4,5.0,7.0,4.0
replication,7,0,8,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,4,5.0,6.666666666666667,
replication,7,0,8,r,,,8.0,-1.0,0.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,4,5.0,6.666666666666667,2.0
replication,7,0,8,p,5.0,1.0,,,,,,8.0,-1.0,0.0,5.0,1.0,,,,1,4,5.0,7.0,
replication,7,0,8,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,8.0,-1.0,0.0,1,4,5.0,7.0,5.0
replication,7,0,8,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,4,5.0,6.6,
replication,7,0,8,p,5.0,1.0,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,4,5.0,6.6,
replication,7,0,8,p,5.0,1.0,,,,5.0,1.0,,,,5.0,1.0,,,,1,4,5.0,6.6,
replication,7,0,8,r,,,9.0,-2.0,0.0,5.0,1.0,,,,5.0,1.0,,,,1,4,5.0,6.6,1.0
replication,7,0,8,r,,,6.0,1.0,1.0,,,9.0,-2.0,0.0,5.0,1.0,,,,1,4,5.0,7.0,4.0
replication,7,0,8,p,8.0,0.0,,,,,,6.0,1.0,1.0,,,9.0,-2.0,0.0,1,4,5.0,6.857142857142857,
replication,7,0,8,r,,,5.0,1.0,1.0,8.0,0.0,,,,,,6.0,1.0,1.0,1,4,5.375,6.857142857142857,5.0
replication,7,0,8,p,,,,,,,,5.0,1.0,1.0,8.0,0.0,,,,1,4,5.375,6.625,
replication,8,0,0,r,,,6.0,2.0,1.0,,,,,,,,,,,1,3,,,4.0
replication,8,0,0,p,5.0,1.0,,,,,,6.0,2.0,1.0,,,,,,1,3,,6.0,
replication,8,0,0,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.0,6.0,4.0
replication,8,0,0,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,3,5.0,6.0,
replication,8,0,0,r,,,7.0,-2.0,0.0,5.0,1.0,,,,,,6.0,1.0,1.0,1,3,5.0,6.0,3.0
replication,8,0,0,r,,,8.0,-2.0,0.0,,,7.0,-2.0,0.0,5.0,1.0,,,,1,3,5.0,6.333333333333333,2.0
replication,8,0,0,p,6.0,1.0,,,,,,8.0,-2.0,0.0,,,7.0,-2.0,0.0,1,3,5.0,6.75,
replication,8,0,0,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,8.0,-2.0,0.0,1,3,5.333333333333333,6.75,5.0
replication,8,0,0,p,7.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,5.333333333333333,6.4,
replication,8,0,0,p,7.0,0.0,,,,7.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.75,6.4,
replication,8,0,0,r,,,7.0,0.0,,7.0,0.0,,,,7.0,1.0,,,,1,3,6.0,6.4,3.0
replication,8,0,0,p,6.0,1.0,,,,,,7.0,0.0,,7.0,0.0,,,,1,3,6.0,6.5,
replication,8,0,0,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,7.0,0.0,,1,3,6.0,6.5,5.0
replication,8,0,0,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,6.0,6.285714285714286,
replication,8,0,0,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.857142857142857,6.285714285714286,4.0
replication,8,0,0,p,7.0,0.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,1,3,5.857142857142857,6.25,
replication,8,0,1,r,,,5.0,2.0,1.0,,,,,,,,,,,1,3,,,5.0
replication,8,0,1,p,9.0,1.0,,,,,,5.0,2.0,1.0,,,,,,1,3,,5.0,
replication,8,0,1,r,,,6.0,1.0,1.0,9.0,1.0,,,,,,5.0,2.0,1.0,1,3,9.0,5.0,4.0
replication,8,0,1,p,8.0,0.0,,,,,,6.0,1.0,1.0,9.0,1.0,,,,1,3,9.0,5.5,
replication,8,0,1,p,7.0,1.0,,,,8.0,0.0,,,,,,6.0,1.0,1.0,1,3,8.5,5.5,
replication,8,0,1,r,,,7.0,-1.0,0.0,7.0,1.0,,,,8.0,0.0,,,,1,3,8.0,5.5,3.0
replication,8,0,1,p,6.0,1.0,,,,,,7.0,-1.0,0.0,7.0,1.0,,,,1,3,8.0,6.0,
replication,8,0,1,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,1,3,7.5,6.0,5.0
replication,8,0,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,7.5,5.75,
replication,8,0,1,r,,,7.0,-1.0,0.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,7.0,5.75,3.0
replication,8,0,1,r,,,9.0,-2.0,0.0,,,7.0,-1.0,0.0,5.0,1.0,,,,1,3,7.0,6.0,1.0
replication,8,0,1,p,5.0,1.0,,,,,,9.0,-2.0,0.0,,,7.0,-1.0,0.0,1,3,7.0,6.5,
replication,8,0,1,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,9.0,-2.0,0.0,1,3,6.666666666666667,6.5,5.0
replication,8,0,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,6.666666666666667,6.285714285714286,
replication,8,0,1,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,6.428571428571429,6.285714285714286,5.0
replication,8,0,1,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,6.428571428571429,6.125,
replication,8,0,2,r,,,9.0,-2.0,0.0,,,,,,,,,,,1,3,,,1.0
replication,8,0,2,p,5.0,1.0,,,,,,9.0,-2.0,0.0,,,,,,1,3,,9.0,
replication,8,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,9.0,-2.0,0.0,1,3,5.0,9.0,5.0
replication,8,0,2,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.0,7.0,
replication,8,0,2,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.5,7.0,5.0
replication,8,0,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,5.5,6.333333333333333,
replication,8,0,2,p,5.0,1.0,,,,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.333333333333333,6.333333333333333,
replication,8,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,5.0,1.0,,,,1,3,5.25,6.333333333333333,5.0
replication,8,0,2,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,1,3,5.25,6.0,
replication,8,0,2,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.4,6.0,5.0
replication,8,0,2,r,,,5.0,2.0,1.0,,,5.0,2.0,1.0,6.0,1.0,,,,1,3,5.4,5.8,5.0
replication,8,0,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,,,5.0,2.0,1.0,1,3,5.4,5.666666666666667,
replication,8,0,2,r,,,6.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,1,3,5.333333333333333,5.666666666666667,4.0
replication,8,0,2,p,7.0,1.0,,,,,,6.0,2.0,1.0,5.0,1.0,,,,1,3,5.333333333333333,5.714285714285714,
replication,8,0,2,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,6.0,2.0,1.0,1,3,5.571428571428571,5.714285714285714,5.0
replication,8,0,2,p,7.0,0.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,1,3,5.571428571428571,5.625,
replication,8,0,3,r,,,9.0,-2.0,0.0,,,,,,,,,,,1,3,,,1.0
replication,8,0,3,r,,,6.0,1.0,1.0,,,9.0,-2.0,0.0,,,,,,1,3,,9.0,4.0
