condition,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
selfish,5,0,3,r,,,7.0,1.0,1.0,,,,,,,,,,,0,2,,,3.0
selfish,5,0,3,r,,,6.0,2.0,1.0,,,7.0,1.0,1.0,,,,,,0,2,,7.0,4.0
selfish,5,0,3,p,6.0,1.0,,,,,,6.0,2.0,1.0,,,7.0,1.0,1.0,0,2,,6.5,
selfish,5,0,3,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,6.0,2.0,1.0,0,2,6.0,6.5,3.0
selfish,5,0,3,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,6.666666666666667,
selfish,5,0,3,r,,,7.0,0.0,,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,6.666666666666667,3.0
selfish,5,0,3,p,6.0,1.0,,,,,,7.0,0.0,,6.0,1.0,,,,0,2,6.0,6.75,
selfish,5,0,3,p,6.0,1.0,,,,6.0,1.0,,,,,,7.0,0.0,,0,2,6.0,6.75,
selfish,5,0,3,r,,,9.0,-2.0,0.0,6.0,1.0,,,,6.0,1.0,,,,0,2,6.0,6.75,1.0
selfish,5,0,3,p,5.0,1.0,,,,,,9.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,7.2,
selfish,5,0,3,r,,,8.0,-1.0,0.0,5.0,1.0,,,,,,9.0,-2.0,0.0,0,2,5.8,7.2,2.0
selfish,5,0,3,p,6.0,0.0,,,,,,8.0,-1.0,0.0,5.0,1.0,,,,0,2,5.8,7.333333333333333,
selfish,5,0,3,r,,,5.0,2.0,1.0,6.0,0.0,,,,,,8.0,-1.0,0.0,0,2,5.833333333333333,7.333333333333333,5.0
selfish,5,0,3,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,0.0,,,,0,2,5.833333333333333,7.0,
selfish,5,0,3,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.857142857142857,7.0,3.0
selfish,5,0,3,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,5.857142857142857,7.0,
selfish,5,0,4,r,,,5.0,2.0,1.0,,,,,,,,,,,0,2,,,5.0
selfish,5,0,4,p,6.0,0.0,,,,,,5.0,2.0,1.0,,,,,,0,2,,5.0,
selfish,5,0,4,r,,,7.0,-1.0,0.0,6.0,0.0,,,,,,5.0,2.0,1.0,0,2,6.0,5.0,3.0
selfish,5,0,4,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,0.0,,,,0,2,6.0,6.0,
selfish,5,0,4,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,6.0,3.0
selfish,5,0,4,r,,,5.0,2.0,1.0,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,6.333333333333333,5.0
selfish,5,0,4,p,5.0,1.0,,,,,,5.0,2.0,1.0,,,7.0,-1.0,0.0,0,2,6.0,6.0,
selfish,5,0,4,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.666666666666667,6.0,4.0
selfish,5,0,4,p,6.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,2,5.666666666666667,6.0,
selfish,5,0,4,p,6.0,1.0,,,,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,5.75,6.0,
selfish,5,0,4,r,,,7.0,-1.0,0.0,6.0,1.0,,,,6.0,1.0,,,,0,2,5.8,6.0,3.0
selfish,5,0,4,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,5.8,6.166666666666667,
selfish,5,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,5.833333333333333,6.166666666666667,5.0
selfish,5,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,5.833333333333333,6.0,
selfish,5,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.857142857142857,6.0,5.0
selfish,5,0,4,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,5.857142857142857,5.875,
selfish,5,0,5,r,,,7.0,-1.0,0.0,,,,,,,,,,,0,2,,,3.0
selfish,5,0,5,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,,,,0,2,,7.0,
selfish,5,0,5,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.0,3.0
selfish,5,0,5,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,7.0,
selfish,5,0,5,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.0,2.0
selfish,5,0,5,p,6.0,0.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,7.333333333333333,
selfish,5,0,5,r,,,7.0,-1.0,0.0,6.0,0.0,,,,,,8.0,-2.0,0.0,0,2,6.0,7.333333333333333,3.0
selfish,5,0,5,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,0.0,,,,0,2,6.0,7.25,
selfish,5,0,5,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.25,5.0
selfish,5,0,5,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,6.8,
selfish,5,0,5,p,6.0,1.0,,,,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.0,6.8,
selfish,5,0,5,r,,,7.0,-1.0,0.0,6.0,1.0,,,,6.0,1.0,,,,0,2,6.0,6.8,3.0
selfish,5,0,5,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,6.833333333333333,
selfish,5,0,5,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,6.833333333333333,3.0
selfish,5,0,5,r,,,6.0,1.0,1.0,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,6.857142857142857,4.0
selfish,5,0,5,p,7.0,0.0,,,,,,6.0,1.0,1.0,,,7.0,-1.0,0.0,0,2,6.0,6.75,
selfish,5,0,6,r,,,7.0,1.0,1.0,,,,,,,,,,,0,2,,,3.0
selfish,5,0,6,p,6.0,1.0,,,,,,7.0,1.0,1.0,,,,,,0,2,,7.0,
selfish,5,0,6,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,7.0,1.0,1.0,0,2,6.0,7.0,3.0
selfish,5,0,6,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,7.0,
selfish,5,0,6,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.0,2.0
selfish,5,0,6,p,6.0,1.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,7.333333333333333,
selfish,5,0,6,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.0,7.333333333333333,2.0
selfish,5,0,6,r,,,7.0,-1.0,0.0,,,8.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,7.5,3.0
selfish,5,0,6,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,8.0,-2.0,0.0,0,2,6.0,7.4,
selfish,5,0,6,p,6.0,1.0,,,,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.4,
selfish,5,0,6,r,,,6.0,1.0,1.0,6.0,1.0,,,,6.0,1.0,,,,0,2,6.0,7.4,4.0
selfish,5,0,6,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,7.166666666666667,
selfish,5,0,6,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,7.166666666666667,4.0
selfish,5,0,6,p,6.0,0.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,7.0,
selfish,5,0,6,r,,,7.0,-1.0,0.0,6.0,0.0,,,,,,6.0,2.0,1.0,0,2,6.0,7.0,3.0
selfish,5,0,6,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,0.0,,,,0,2,6.0,7.0,
selfish,5,0,7,r,,,6.0,1.0,1.0,,,,,,,,,,,0,2,,,4.0
selfish,5,0,7,p,6.0,1.0,,,,,,6.0,1.0,1.0,,,,,,0,2,,6.0,
selfish,5,0,7,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.0,6.0,2.0
selfish,5,0,7,p,6.0,0.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,7.0,
selfish,5,0,7,r,,,8.0,-1.0,0.0,6.0,0.0,,,,,,8.0,-2.0,0.0,0,2,6.0,7.0,2.0
selfish,5,0,7,p,6.0,1.0,,,,,,8.0,-1.0,0.0,6.0,0.0,,,,0,2,6.0,7.333333333333333,
selfish,5,0,7,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,8.0,-1.0,0.0,0,2,6.0,7.333333333333333,3.0
selfish,5,0,7,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,7.25,
selfish,5,0,7,r,,,6.0,2.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.25,4.0
selfish,5,0,7,p,6.0,1.0,,,,,,6.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,7.0,
selfish,5,0,7,p,6.0,1.0,,,,6.0,1.0,,,,,,6.0,2.0,1.0,0,2,6.0,7.0,
selfish,5,0,7,p,6.0,1.0,,,,6.0,1.0,,,,6.0,1.0,,,,0,2,6.0,7.0,
selfish,5,0,7,r,,,5.0,2.0,1.0,6.0,1.0,,,,6.0,1.0,,,,0,2,6.0,7.0,5.0
selfish,5,0,7,r,,,9.0,-2.0,0.0,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,6.666666666666667,1.0
selfish,5,0,7,p,6.0,1.0,,,,,,9.0,-2.0,0.0,,,5.0,2.0,1.0,0,2,6.0,7.0,
selfish,5,0,7,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,9.0,-2.0,0.0,0,2,6.0,7.0,3.0
selfish,5,0,8,r,,,7.0,-1.0,0.0,,,,,,,,,,,0,2,,,3.0
selfish,5,0,8,p,6.0,1.0,,,,,,7.0,-1.0,0.0,,,,,,0,2,,7.0,
selfish,5,0,8,r,,,8.0,-1.0,0.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.0,2.0
selfish,5,0,8,p,6.0,1.0,,,,,,8.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,7.5,
selfish,5,0,8,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,8.0,-1.0,0.0,0,2,6.0,7.5,2.0
selfish,5,0,8,p,6.0,1.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,7.666666666666667,
selfish,5,0,8,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.0,7.666666666666667,3.0
selfish,5,0,8,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,7.5,
selfish,5,0,8,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.0,7.5,3.0
selfish,5,0,8,p,6.0,1.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,7.4,
selfish,5,0,8,p,6.0,1.0,,,,6.0,1.0,,,,,,7.0,1.0,1.0,0,2,6.0,7.4,
selfish,5,0,8,p,6.0,1.0,,,,6.0,1.0,,,,6.0,1.0,,,,0,2,6.0,7.4,
selfish,5,0,8,r,,,5.0,2.0,1.0,6.0,1.0,,,,6.0,1.0,,,,0,2,6.0,7.4,5.0
selfish,5,0,8,r,,,5.0,2.0,1.0,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,7.0,5.0
selfish,5,0,8,p,6.0,1.0,,,,,,5.0,2.0,1.0,,,5.0,2.0,1.0,0,2,6.0,6.714285714285714,
selfish,5,0,8,r,,,7.0,0.0,,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.0,6.714285714285714,3.0
selfish,5,0,8,p,,,,,,,,7.0,0.0,,6.0,1.0,,,,0,2,6.0,6.75,
replication,6,0,0,r,,,9.0,1.0,1.0,,,,,,,,,,,0,2,,,1.0
replication,6,0,0,p,6.0,1.0,,,,,,9.0,1.0,1.0,,,,,,0,2,,9.0,
replication,6,0,0,r,,,5.0,-1.0,0.0,6.0,1.0,,,,,,9.0,1.0,1.0,0,2,6.0,9.0,5.0
replication,6,0,0,p,8.0,1.0,,,,,,5.0,-1.0,0.0,6.0,1.0,,,,0,2,6.0,7.0,
replication,6,0,0,r,,,6.0,-1.0,0.0,8.0,1.0,,,,,,5.0,-1.0,0.0,0,2,7.0,7.0,4.0
replication,6,0,0,r,,,8.0,-2.0,0.0,,,6.0,-1.0,0.0,8.0,1.0,,,,0,2,7.0,6.666666666666667,2.0
replication,6,0,0,p,9.0,0.0,,,,,,8.0,-2.0,0.0,,,6.0,-1.0,0.0,0,2,7.0,7.0,
replication,6,0,0,r,,,9.0,-2.0,0.0,9.0,0.0,,,,,,8.0,-2.0,0.0,0,2,7.666666666666667,7.0,1.0
replication,6,0,0,p,6.0,1.0,,,,,,9.0,-2.0,0.0,9.0,0.0,,,,0,2,7.666666666666667,7.4,
replication,6,0,0,p,6.0,0.0,,,,6.0,1.0,,,,,,9.0,-2.0,0.0,0,2,7.25,7.4,
replication,6,0,0,r,,,8.0,-2.0,0.0,6.0,0.0,,,,6.0,1.0,,,,0,2,7.0,7.4,2.0
replication,6,0,0,p,5.0,1.0,,,,,,8.0,-2.0,0.0,6.0,0.0,,,,0,2,7.0,7.5,
replication,6,0,0,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.666666666666667,7.5,4.0
replication,6,0,0,p,5.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,2,6.666666666666667,7.285714285714286,
replication,6,0,0,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,2,6.428571428571429,7.285714285714286,4.0
replication,6,0,0,p,6.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,2,6.428571428571429,7.125,
replication,6,0,1,r,,,5.0,2.0,1.0,,,,,,,,,,,0,2,,,5.0
replication,6,0,1,p,6.0,1.0,,,,,,5.0,2.0,1.0,,,,,,0,2,,5.0,
replication,6,0,1,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.0,5.0,5.0
replication,6,0,1,p,,0.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,5.0,
replication,6,0,1,p,7.0,0.0,,,,,0.0,,,,,,5.0,2.0,1.0,0,2,6.0,5.0,
replication,6,0,1,r,,,8.0,-2.0,0.0,7.0,0.0,,,,,0.0,,,,0,2,6.5,5.0,2.0
replication,6,0,1,p,6.0,1.0,,,,,,8.0,-2.0,0.0,7.0,0.0,,,,0,2,6.5,6.0,
replication,6,0,1,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.333333333333333,6.0,3.0
replication,6,0,1,p,6.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,2,6.333333333333333,6.25,
replication,6,0,1,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,7.0,-1.0,0.0,0,2,6.25,6.25,5.0
replication,6,0,1,r,,,9.0,-2.0,0.0,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.25,6.0,1.0
replication,6,0,1,p,5.0,1.0,,,,,,9.0,-2.0,0.0,,,5.0,2.0,1.0,0,2,6.25,6.5,
replication,6,0,1,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,9.0,-2.0,0.0,0,2,6.0,6.5,5.0
replication,6,0,1,p,8.0,0.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,2,6.0,6.285714285714286,
replication,6,0,1,r,,,5.0,2.0,1.0,8.0,0.0,,,,,,5.0,2.0,1.0,0,2,6.333333333333333,6.285714285714286,5.0
replication,6,0,1,p,6.0,1.0,,,,,,5.0,2.0,1.0,8.0,0.0,,,,0,2,6.333333333333333,6.125,
replication,6,0,2,r,,,8.0,-2.0,0.0,,,,,,,,,,,0,2,,,2.0
replication,6,0,2,p,6.0,1.0,,,,,,8.0,-2.0,0.0,,,,,,0,2,,8.0,
replication,6,0,2,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.0,8.0,2.0
replication,6,0,2,p,7.0,0.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,8.0,
replication,6,0,2,r,,,5.0,2.0,1.0,7.0,0.0,,,,,,8.0,-2.0,0.0,0,2,6.5,8.0,5.0
replication,6,0,2,p,6.0,1.0,,,,,,5.0,2.0,1.0,7.0,0.0,,,,0,2,6.5,7.0,
replication,6,0,2,p,8.0,0.0,,,,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.333333333333333,7.0,
replication,6,0,2,r,,,5.0,2.0,1.0,8.0,0.0,,,,6.0,1.0,,,,0,2,6.75,7.0,5.0
replication,6,0,2,p,6.0,1.0,,,,,,5.0,2.0,1.0,8.0,0.0,,,,0,2,6.75,6.5,
replication,6,0,2,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.6,6.5,5.0
replication,6,0,2,r,,,8.0,-2.0,0.0,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.6,6.2,2.0
replication,6,0,2,p,5.0,1.0,,,,,,8.0,-2.0,0.0,,,5.0,2.0,1.0,0,2,6.6,6.5,
replication,6,0,2,r,,,8.0,-2.0,0.0,5.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.333333333333333,6.5,2.0
replication,6,0,2,p,6.0,1.0,,,,,,8.0,-2.0,0.0,5.0,1.0,,,,0,2,6.333333333333333,6.714285714285714,
replication,6,0,2,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.285714285714286,6.714285714285714,5.0
replication,6,0,2,p,7.0,0.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.285714285714286,6.5,
replication,6,0,3,r,,,8.0,-2.0,0.0,,,,,,,,,,,0,2,,,2.0
replication,6,0,3,r,,,6.0,1.0,1.0,,,8.0,-2.0,0.0,,,,,,0,2,,8.0,4.0
replication,6,0,3,p,5.0,1.0,,,,,,6.0,1.0,1.0,,,8.0,-2.0,0.0,0,2,,7.0,
replication,6,0,3,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,2,5.0,7.0,5.0
replication,6,0,3,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,2,5.0,6.333333333333333,
replication,6,0,3,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.5,6.333333333333333,5.0
replication,6,0,3,p,7.0,0.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,5.5,6.0,
replication,6,0,3,p,7.0,0.0,,,,7.0,0.0,,,,,,5.0,2.0,1.0,0,2,6.0,6.0,
replication,6,0,3,r,,,9.0,-2.0,0.0,7.0,0.0,,,,7.0,0.0,,,,0,2,6.25,6.0,1.0
replication,6,0,3,p,6.0,1.0,,,,,,9.0,-2.0,0.0,7.0,0.0,,,,0,2,6.25,6.6,
replication,6,0,3,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,9.0,-2.0,0.0,0,2,6.2,6.6,5.0
replication,6,0,3,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.2,6.333333333333333,
replication,6,0,3,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.166666666666667,6.333333333333333,5.0
replication,6,0,3,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.166666666666667,6.142857142857143,
replication,6,0,3,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.142857142857143,6.142857142857143,4.0
replication,6,0,3,p,6.0,1.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,2,6.142857142857143,6.125,
replication,6,0,4,r,,,9.0,-2.0,0.0,,,,,,,,,,,0,2,,,1.0
replication,6,0,4,p,6.0,1.0,,,,,,9.0,-2.0,0.0,,,,,,0,2,,9.0,
replication,6,0,4,r,,,8.0,-2.0,0.0,6.0,1.0,,,,,,9.0,-2.0,0.0,0,2,6.0,9.0,2.0
replication,6,0,4,p,6.0,1.0,,,,,,8.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,8.5,
replication,6,0,4,r,,,9.0,-2.0,0.0,6.0,1.0,,,,,,8.0,-2.0,0.0,0,2,6.0,8.5,1.0
replication,6,0,4,r,,,9.0,-2.0,0.0,,,9.0,-2.0,0.0,6.0,1.0,,,,0,2,6.0,8.666666666666666,1.0
replication,6,0,4,p,6.0,1.0,,,,,,9.0,-2.0,0.0,,,9.0,-2.0,0.0,0,2,6.0,8.75,
replication,6,0,4,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,9.0,-2.0,0.0,0,2,6.0,8.75,5.0
replication,6,0,4,p,7.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,8.0,
replication,6,0,4,p,7.0,1.0,,,,7.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.25,8.0,
replication,6,0,4,r,,,5.0,2.0,1.0,7.0,1.0,,,,7.0,1.0,,,,0,2,6.4,8.0,5.0
replication,6,0,4,p,7.0,1.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,0,2,6.4,7.5,
replication,6,0,4,r,,,5.0,1.0,1.0,7.0,1.0,,,,,,5.0,2.0,1.0,0,2,6.5,7.5,5.0
replication,6,0,4,p,7.0,0.0,,,,,,5.0,1.0,1.0,7.0,1.0,,,,0,2,6.5,7.142857142857143,
replication,6,0,4,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,5.0,1.0,1.0,0,2,6.571428571428571,7.142857142857143,4.0
replication,6,0,4,p,6.0,1.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,0,2,6.571428571428571,7.0,
replication,6,0,5,r,,,7.0,-2.0,0.0,,,,,,,,,,,0,2,,,3.0
replication,6,0,5,p,6.0,1.0,,,,,,7.0,-2.0,0.0,,,,,,0,2,,7.0,
replication,6,0,5,r,,,7.0,1.0,1.0,6.0,1.0,,,,,,7.0,-2.0,0.0,0,2,6.0,7.0,3.0
replication,6,0,5,p,7.0,1.0,,,,,,7.0,1.0,1.0,6.0,1.0,,,,0,2,6.0,7.0,
replication,6,0,5,r,,,5.0,2.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,0,2,6.5,7.0,5.0
replication,6,0,5,p,7.0,0.0,,,,,,5.0,2.0,1.0,7.0,1.0,,,,0,2,6.5,6.333333333333333,
replication,6,0,5,r,,,6.0,2.0,1.0,7.0,0.0,,,,,,5.0,2.0,1.0,0,2,6.666666666666667,6.333333333333333,4.0
replication,6,0,5,p,6.0,1.0,,,,,,6.0,2.0,1.0,7.0,0.0,,,,0,2,6.666666666666667,6.25,
replication,6,0,5,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,6.0,2.0,1.0,0,2,6.5,6.25,5.0
replication,6,0,5,p,6.0,0.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.5,6.0,
replication,6,0,5,p,5.0,1.0,,,,6.0,0.0,,,,,,5.0,2.0,1.0,0,2,6.4,6.0,
replication,6,0,5,r,,,9.0,1.0,1.0,5.0,1.0,,,,6.0,0.0,,,,0,2,6.166666666666667,6.0,1.0
replication,6,0,5,p,7.0,0.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,0,2,6.166666666666667,6.5,
replication,6,0,5,r,,,6.0,-2.0,0.0,7.0,0.0,,,,,,9.0,1.0,1.0,0,2,6.285714285714286,6.5,4.0
replication,6,0,5,r,,,7.0,-2.0,0.0,,,6.0,-2.0,0.0,7.0,0.0,,,,0,2,6.285714285714286,6.428571428571429,3.0
replication,6,0,5,p,6.0,1.0,,,,,,7.0,-2.0,0.0,,,6.0,-2.0,0.0,0,2,6.285714285714286,6.5,
replication,6,0,6,r,,,5.0,-2.0,0.0,,,,,,,,,,,0,2,,,5.0
replication,6,0,6,p,5.0,1.0,,,,,,5.0,-2.0,0.0,,,,,,0,2,,5.0,
replication,6,0,6,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,-2.0,0.0,0,2,5.0,5.0,5.0
replication,6,0,6,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,2,5.0,5.0,
replication,6,0,6,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.5,5.0,5.0
replication,6,0,6,p,6.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,5.5,5.0,
replication,6,0,6,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.666666666666667,5.0,5.0
replication,6,0,6,r,,,9.0,-2.0,0.0,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,5.666666666666667,5.0,1.0
replication,6,0,6,p,7.0,0.0,,,,,,9.0,-2.0,0.0,,,5.0,2.0,1.0,0,2,5.666666666666667,5.8,
replication,6,0,6,p,6.0,1.0,,,,7.0,0.0,,,,,,9.0,-2.0,0.0,0,2,6.0,5.8,
replication,6,0,6,r,,,5.0,2.0,1.0,6.0,1.0,,,,7.0,0.0,,,,0,2,6.0,5.8,5.0
replication,6,0,6,p,6.0,0.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,2,6.0,5.666666666666667,
replication,6,0,6,r,,,8.0,-2.0,0.0,6.0,0.0,,,,,,5.0,2.0,1.0,0,2,6.0,5.666666666666667,2.0
replication,6,0,6,p,6.0,0.0,,,,,,8.0,-2.0,0.0,6.0,0.0,,,,0,2,6.0,6.0,
replication,6,0,6,r,,,5.0,-2.0,0.0,6.0,0.0,,,,,,8.0,-2.0,0.0,0,2,6.0,6.0,5.0
replication,6,0,6,p,8.0,0.0,,,,,,5.0,-2.0,0.0,6.0,0.0,,,,0,2,6.0,5.875,
replication,6,0,7,r,,,5.0,2.0,1.0,,,,,,,,,,,0,2,,,5.0
replication,6,0,7,p,5.0,1.0,,,,,,5.0,2.0,1.0,,,,,,0,2,,5.0,
replication,6,0,7,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.0,5.0,5.0
replication,6,0,7,p,6.0,0.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,2,5.0,5.0,
replication,6,0,7,r,,,5.0,2.0,1.0,6.0,0.0,,,,,,5.0,2.0,1.0,0,2,5.5,5.0,5.0
replication,6,0,7,p,5.0,1.0,,,,,,5.0,2.0,1.0,6.0,0.0,,,,0,2,5.5,5.0,
replication,6,0,7,r,,,7.0,-2.0,0.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,2,5.333333333333333,5.0,3.0
replication,6,0,7,p,7.0,1.0,,,,,,7.0,-2.0,0.0,5.0,1.0,,,,0,2,5.333333333333333,5.5,
